dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path
OVT-B,466,ovtb_v466_p005412,cassette,177,0.341646958142519,0.341646958142519,0.341646958142519,8,0.875,,0.0,0.0,True,cat:177,unknown,cassette,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v466_p005412.jpg
OVT-B,591,ovtb_v591_p006320,shoe,821,0.6456200480461121,0.6456200480461121,0.6456200480461121,2,0.5,5048,0.4308326038395704,0.0,True,cat:821,unknown,shoe,unknown,global,3,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v591_p006320.jpg
OVT-B,229,ovtb_v229_p003756,shoe,821,0.6360959013303121,0.6360959013303121,0.6360959013303121,3,0.6666666666666666,,0.0,0.0,True,cat:821,unknown,shoe,unknown,global,6,9,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v229_p003756.jpg
OVT-B,783,ovtb_v783_p007752,shoe,821,0.5828642249107361,0.5828642249107361,0.5828642249107361,2,0.5,,0.0,0.0,True,cat:821,unknown,shoe,unknown,global,7,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v783_p007752.jpg
OVT-B,680,ovtb_v680_p007005,shoe,821,0.5540421679615974,0.5540421679615974,0.5540421679615974,8,0.875,5591,0.4954068909169369,0.0,True,cat:821,unknown,shoe,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v680_p007005.jpg
OVT-B,229,ovtb_v229_p003757,shoe,821,0.5508144646883011,0.5508144646883011,0.5508144646883011,4,0.75,,0.0,0.0,True,cat:821,unknown,shoe,unknown,global,6,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v229_p003757.jpg
OVT-B,757,ovtb_v757_p007543,shoe,821,0.5265270272890726,0.5265270272890726,0.5265270272890726,3,0.6666666666666666,,0.0,0.0,True,cat:821,unknown,shoe,unknown,global,16,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v757_p007543.jpg
OVT-B,217,ovtb_v217_p003645,shoe,821,0.5075880438089371,0.5075880438089371,0.5075880438089371,2,0.5,,0.0,0.0,True,cat:821,unknown,shoe,unknown,global,2,4,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v217_p003645.jpg
OVT-B,285,ovtb_v285_p004183,shoe,821,0.5035565892855326,0.5035565892855326,0.5035565892855326,3,0.6666666666666666,,0.0,0.0,True,cat:821,unknown,shoe,unknown,global,10,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v285_p004183.jpg
OVT-B,803,ovtb_v803_p007896,shoe,821,0.5023501316706339,0.5023501316706339,0.5023501316706339,3,0.6666666666666666,6347,0.45340970900457567,0.0,True,cat:821,unknown,shoe,unknown,global,7,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v803_p007896.jpg
OVT-B,757,ovtb_v757_p007544,shoe,821,0.46421778202056885,0.46421778202056885,0.46421778202056885,3,0.6666666666666666,,0.0,0.0,True,cat:821,unknown,shoe,unknown,global,16,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v757_p007544.jpg
OVT-B,994,ovtb_v994_p009303,glue,413,0.6411096379160881,0.6411096379160881,0.6411096379160881,8,0.875,,0.0,0.0,True,cat:413,unknown,glue,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v994_p009303.jpg
OVT-B,371,ovtb_v371_p004745,fridge magnet,387,0.6379232555627823,0.6379232555627823,0.6379232555627823,8,0.875,,0.0,0.0,True,cat:387,unknown,fridge magnet,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v371_p004745.jpg
OVT-B,447,ovtb_v447_p005263,cage,148,0.6349388137459755,0.6349388137459755,0.6349388137459755,8,0.875,4031,0.05180753131817685,0.0,True,cat:148,unknown,cage,unknown,global,0,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v447_p005263.jpg
OVT-B,419,ovtb_v419_p005064,plastic bag,691,0.6342303156852722,0.6342303156852722,0.6342303156852722,2,0.5,,0.0,0.0,True,cat:691,unknown,plastic bag,unknown,global,15,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v419_p005064.jpg
OVT-B,107,ovtb_v107_p003022,bird,93,0.6312417089939117,0.6312417089939117,0.6312417089939117,2,0.5,,0.0,0.0,True,cat:93,unknown,bird,unknown,global,394,472,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v107_p003022.jpg
OVT-B,255,ovtb_v255_p003950,beanbag,68,0.619381308555603,0.619381308555603,0.619381308555603,8,0.875,,0.0,0.0,True,cat:68,unknown,beanbag,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v255_p003950.jpg
OVT-B,693,ovtb_v693_p007111,steamroller,880,0.6155008301138878,0.6155008301138878,0.6155008301138878,8,0.875,,0.0,0.0,True,cat:880,unknown,steamroller,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v693_p007111.jpg
OVT-B,628,ovtb_v628_p006586,syringe,915,0.6153242588043213,0.6153242588043213,0.6153242588043213,8,0.875,5290,0.5242482283101585,0.25,True,cat:915,unknown,syringe,unknown,global,0,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v628_p006586.jpg
OVT-B,726,ovtb_v726_p007294,jersey,502,0.6149993240833282,0.6149993240833282,0.6149993240833282,8,0.875,,0.0,0.0,True,cat:502,unknown,jersey,unknown,global,0,34,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v726_p007294.jpg
OVT-B,540,ovtb_v540_p005908,jersey,502,0.43899603826659067,0.43899603826659067,0.43899603826659067,7,0.8571428571428571,,0.0,0.0,True,cat:502,unknown,jersey,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v540_p005908.jpg
OVT-B,835,ovtb_v835_p008135,jersey,502,0.33234623074531555,0.33234623074531555,0.33234623074531555,2,0.5,,0.0,0.0,True,cat:502,unknown,jersey,unknown,global,6,8,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v835_p008135.jpg
OVT-B,274,ovtb_v274_p004090,chestnut,202,0.6128174265225729,0.6128174265225729,0.6128174265225729,3,0.6666666666666666,,0.0,0.0,True,cat:202,unknown,chestnut,unknown,global,8,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v274_p004090.jpg
OVT-B,274,ovtb_v274_p004088,chestnut,202,0.4783954450062343,0.4783954450062343,0.4783954450062343,7,0.8571428571428571,2957,0.11180553588355632,0.0,True,cat:202,unknown,chestnut,unknown,global,2,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v274_p004088.jpg
OVT-B,274,ovtb_v274_p004092,chestnut,202,0.4359142482280731,0.4359142482280731,0.4359142482280731,2,0.5,,0.0,0.0,True,cat:202,unknown,chestnut,unknown,global,9,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v274_p004092.jpg
OVT-B,274,ovtb_v274_p004087,chestnut,202,0.3771220842997233,0.3771220842997233,0.3771220842997233,3,0.6666666666666666,2954,0.17968740419117804,0.0,True,cat:202,unknown,chestnut,unknown,global,0,5,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v274_p004087.jpg
OVT-B,274,ovtb_v274_p004091,chestnut,202,0.3410673588514328,0.3410673588514328,0.3410673588514328,2,0.5,,0.0,0.0,True,cat:202,unknown,chestnut,unknown,global,8,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v274_p004091.jpg
OVT-B,398,ovtb_v398_p004929,drawer,303,0.611696220934391,0.611696220934391,0.611696220934391,8,0.875,3716,0.2345636816773179,0.0,True,cat:303,unknown,drawer,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v398_p004929.jpg
OVT-B,234,ovtb_v234_p003803,drawer,303,0.48545367270708084,0.48545367270708084,0.48545367270708084,8,0.875,2639,0.2616106531667812,0.0,True,cat:303,unknown,drawer,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v234_p003803.jpg
OVT-B,638,ovtb_v638_p006670,drawer,303,0.45316939055919647,0.45316939055919647,0.45316939055919647,4,0.75,5349,0.905533736810306,0.25,True,cat:303,unknown,drawer,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v638_p006670.jpg
OVT-B,988,ovtb_v988_p009265,drawer,303,0.37916919589042664,0.37916919589042664,0.37916919589042664,8,0.875,7561,0.16853920442256892,0.0,True,cat:303,unknown,drawer,unknown,global,0,15,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v988_p009265.jpg
OVT-B,560,ovtb_v560_p006075,drawer,303,0.3170081600546837,0.3170081600546837,0.3170081600546837,4,0.75,4804,0.08391599590870653,0.0,True,cat:303,unknown,drawer,unknown,global,0,8,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v560_p006075.jpg
OVT-B,123,ovtb_v123_p003108,drawer,303,0.3161026179790497,0.3161026179790497,0.3161026179790497,5,0.8,2047,0.6792079211707454,0.2,True,cat:303,unknown,drawer,unknown,global,0,27,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v123_p003108.jpg
OVT-B,988,ovtb_v988_p009267,drawer,303,0.31223220378160477,0.31223220378160477,0.31223220378160477,8,0.875,7561,0.12160248399430632,0.0,True,cat:303,unknown,drawer,unknown,global,0,15,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v988_p009267.jpg
OVT-B,445,ovtb_v445_p005257,fried chicken,388,0.6114905774593353,0.6114905774593353,0.6114905774593353,2,0.5,4020,0.2977717598689511,0.0,True,cat:388,unknown,fried chicken,unknown,global,8,9,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v445_p005257.jpg
OVT-B,424,ovtb_v424_p005084,candle,159,0.6096985638141632,0.6096985638141632,0.6096985638141632,8,0.875,3907,0.028320437998705848,0.0,True,cat:159,unknown,candle,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v424_p005084.jpg
OVT-B,424,ovtb_v424_p005083,candle,159,0.6095399484038353,0.6095399484038353,0.6095399484038353,8,0.875,,0.0,0.0,True,cat:159,unknown,candle,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v424_p005083.jpg
OVT-B,424,ovtb_v424_p005087,candle,159,0.4626103937625885,0.4626103937625885,0.4626103937625885,8,0.875,3911,0.038298961024351694,0.0,True,cat:159,unknown,candle,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v424_p005087.jpg
OVT-B,785,ovtb_v785_p007765,boat,103,0.605927050113678,0.605927050113678,0.605927050113678,8,0.875,,0.0,0.0,True,cat:103,unknown,boat,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v785_p007765.jpg
OVT-B,170,ovtb_v170_p003374,boat,103,0.35543986161549884,0.35543986161549884,0.35543986161549884,3,0.6666666666666666,2286,0.05200234130056695,0.0,True,cat:103,unknown,boat,unknown,global,9,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v170_p003374.jpg
OVT-B,170,ovtb_v170_p003375,boat,103,0.315669909119606,0.315669909119606,0.315669909119606,2,0.5,2286,0.04091557829051434,0.0,True,cat:103,unknown,boat,unknown,global,17,20,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v170_p003375.jpg
OVT-B,249,ovtb_v249_p003889,die,282,0.6051020920276642,0.6051020920276642,0.6051020920276642,7,0.8571428571428571,2771,0.2219096785448336,0.0,True,cat:282,unknown,die,unknown,global,0,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v249_p003889.jpg
OVT-B,791,ovtb_v791_p007813,wall socket,1005,0.6008080989122391,0.6008080989122391,0.6008080989122391,8,0.875,,0.0,0.0,True,cat:1005,unknown,wall socket,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v791_p007813.jpg
OVT-B,953,ovtb_v953_p009036,wall socket,1005,0.4759194999933243,0.4759194999933243,0.4759194999933243,8,0.875,,0.0,0.0,True,cat:1005,unknown,wall socket,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v953_p009036.jpg
OVT-B,297,ovtb_v297_p004294,wall socket,1005,0.3639647513628006,0.3639647513628006,0.3639647513628006,2,0.5,,0.0,0.0,True,cat:1005,unknown,wall socket,unknown,global,11,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v297_p004294.jpg
OVT-B,791,ovtb_v791_p007814,wall socket,1005,0.3569276034832001,0.3569276034832001,0.3569276034832001,8,0.875,,0.0,0.0,True,cat:1005,unknown,wall socket,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v791_p007814.jpg
OVT-B,953,ovtb_v953_p009037,wall socket,1005,0.33842330674330395,0.33842330674330395,0.33842330674330395,6,0.8333333333333334,7271,0.31044026839675326,0.0,True,cat:1005,unknown,wall socket,unknown,global,4,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v953_p009037.jpg
OVT-B,396,ovtb_v396_p004922,wall socket,1005,0.3370758394400279,0.3370758394400279,0.3370758394400279,6,0.8333333333333334,3692,0.41670228249434293,0.0,True,cat:1005,unknown,wall socket,unknown,global,3,21,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v396_p004922.jpg
OVT-B,553,ovtb_v553_p006017,dustpan,320,0.5972870849072933,0.5972870849072933,0.5972870849072933,8,0.875,4730,0.018606365960245116,0.0,True,cat:320,unknown,dustpan,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v553_p006017.jpg
OVT-B,322,ovtb_v322_p004484,scissors,794,0.5962559878826141,0.5962559878826141,0.5962559878826141,2,0.5,3302,0.40124549219058175,0.0,True,cat:794,unknown,scissors,unknown,global,6,9,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v322_p004484.jpg
OVT-B,322,ovtb_v322_p004482,scissors,794,0.3529494106769562,0.3529494106769562,0.3529494106769562,2,0.5,3302,0.42121044612835495,0.0,True,cat:794,unknown,scissors,unknown,global,2,4,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v322_p004482.jpg
OVT-B,623,ovtb_v623_p006557,scissors,794,0.3473275403181712,0.3473275403181712,0.3473275403181712,3,0.6666666666666666,,0.0,0.0,True,cat:794,unknown,scissors,unknown,global,0,3,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v623_p006557.jpg
OVT-B,392,ovtb_v392_p004899,wheel,1026,0.5961239685614904,0.5961239685614904,0.5961239685614904,6,0.8333333333333334,,0.0,0.0,True,cat:1026,unknown,wheel,unknown,global,7,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v392_p004899.jpg
OVT-B,392,ovtb_v392_p004898,wheel,1026,0.4573444128036499,0.4573444128036499,0.4573444128036499,3,0.6666666666666666,,0.0,0.0,True,cat:1026,unknown,wheel,unknown,global,0,7,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v392_p004898.jpg
OVT-B,876,ovtb_v876_p008453,wheel,1026,0.45701623388699125,0.45701623388699125,0.45701623388699125,7,0.8571428571428571,,0.0,0.0,True,cat:1026,unknown,wheel,unknown,global,0,25,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v876_p008453.jpg
OVT-B,940,ovtb_v940_p008953,wheel,1026,0.42959416657686234,0.42959416657686234,0.42959416657686234,4,0.75,7208,0.0009362179386105543,0.0,True,cat:1026,unknown,wheel,unknown,global,0,20,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v940_p008953.jpg
OVT-B,876,ovtb_v876_p008454,wheel,1026,0.42692158051899504,0.42692158051899504,0.42692158051899504,7,0.8571428571428571,,0.0,0.0,True,cat:1026,unknown,wheel,unknown,global,0,25,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v876_p008454.jpg
OVT-B,693,ovtb_v693_p007116,wheel,1026,0.41310444474220276,0.41310444474220276,0.41310444474220276,2,0.5,,0.0,0.0,True,cat:1026,unknown,wheel,unknown,global,12,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v693_p007116.jpg
OVT-B,646,ovtb_v646_p006721,wheel,1026,0.3843420147895813,0.3843420147895813,0.3843420147895813,7,0.8571428571428571,5392,0.15703537030493903,0.0,True,cat:1026,unknown,wheel,unknown,global,3,20,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v646_p006721.jpg
OVT-B,533,ovtb_v533_p005873,wheel,1026,0.37074074149131775,0.37074074149131775,0.37074074149131775,5,0.8,4575,0.06449359046372727,0.0,True,cat:1026,unknown,wheel,unknown,global,6,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v533_p005873.jpg
OVT-B,533,ovtb_v533_p005871,wheel,1026,0.35833977659543353,0.35833977659543353,0.35833977659543353,6,0.8333333333333334,,0.0,0.0,True,cat:1026,unknown,wheel,unknown,global,2,12,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v533_p005871.jpg
OVT-B,392,ovtb_v392_p004904,wheel,1026,0.34759752452373505,0.34759752452373505,0.34759752452373505,2,0.5,,0.0,0.0,True,cat:1026,unknown,wheel,unknown,global,21,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v392_p004904.jpg
OVT-B,242,ovtb_v242_p003851,sail,776,0.5923304706811905,0.5923304706811905,0.5923304706811905,8,0.875,2713,0.06601674115379098,0.0,True,cat:776,unknown,sail,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v242_p003851.jpg
OVT-B,176,ovtb_v176_p003397,painting,643,0.5920999646186829,0.5920999646186829,0.5920999646186829,8,0.875,,0.0,0.0,True,cat:643,unknown,painting,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v176_p003397.jpg
OVT-B,980,ovtb_v980_p009219,painting,643,0.5718191564083099,0.5718191564083099,0.5718191564083099,2,0.5,,0.0,0.0,True,cat:643,unknown,painting,unknown,global,29,34,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v980_p009219.jpg
OVT-B,980,ovtb_v980_p009216,painting,643,0.45769521594047546,0.45769521594047546,0.45769521594047546,5,0.8,,0.0,0.0,True,cat:643,unknown,painting,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v980_p009216.jpg
OVT-B,424,ovtb_v424_p005094,painting,643,0.36585788801312447,0.36585788801312447,0.36585788801312447,8,0.875,3903,0.3371277513988382,0.0,True,cat:643,unknown,painting,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v424_p005094.jpg
OVT-B,842,ovtb_v842_p008166,painting,643,0.30672961473464966,0.30672961473464966,0.30672961473464966,5,0.8,6598,0.3649256048552266,0.0,True,cat:643,unknown,painting,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v842_p008166.jpg
OVT-B,504,ovtb_v504_p005652,gazelle,402,0.5916394889354706,0.5916394889354706,0.5916394889354706,2,0.5,4373,0.476321383381854,0.0,True,cat:402,unknown,gazelle,unknown,global,8,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v504_p005652.jpg
OVT-B,504,ovtb_v504_p005651,gazelle,402,0.5401032567024231,0.5401032567024231,0.5401032567024231,2,0.5,,0.0,0.0,True,cat:402,unknown,gazelle,unknown,global,3,8,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v504_p005651.jpg
OVT-B,504,ovtb_v504_p005653,gazelle,402,0.49787452816963196,0.49787452816963196,0.49787452816963196,2,0.5,,0.0,0.0,True,cat:402,unknown,gazelle,unknown,global,11,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v504_p005653.jpg
OVT-B,39,ovtb_v39_p002379,ant,12,0.5810808539390564,0.5810808539390564,0.5810808539390564,2,0.5,1521,0.4319860110001005,0.0,True,cat:12,unknown,ant,unknown,global,57,71,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v39_p002379.jpg
OVT-B,39,ovtb_v39_p002369,ant,12,0.49949878454208374,0.49949878454208374,0.49949878454208374,3,0.6666666666666666,1513,0.4432503987015844,0.0,True,cat:12,unknown,ant,unknown,global,43,86,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v39_p002369.jpg
OVT-B,39,ovtb_v39_p002350,ant,12,0.4825714766979218,0.4825714766979218,0.4825714766979218,5,0.8,1520,0.7765242215783562,0.2,True,cat:12,unknown,ant,unknown,global,14,100,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v39_p002350.jpg
OVT-B,38,ovtb_v38_p002291,ant,12,0.4357845336198807,0.4357845336198807,0.4357845336198807,2,0.5,1481,0.33950563334908573,0.0,True,cat:12,unknown,ant,unknown,global,57,86,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v38_p002291.jpg
OVT-B,38,ovtb_v38_p002295,ant,12,0.4231058657169342,0.4231058657169342,0.4231058657169342,2,0.5,1489,0.3335839815435991,0.0,True,cat:12,unknown,ant,unknown,global,57,114,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v38_p002295.jpg
OVT-B,38,ovtb_v38_p002294,ant,12,0.3883466025193532,0.3883466025193532,0.3883466025193532,3,0.6666666666666666,1500,0.4924781984059918,0.0,True,cat:12,unknown,ant,unknown,global,57,200,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v38_p002294.jpg
OVT-B,38,ovtb_v38_p002306,ant,12,0.38777752220630646,0.38777752220630646,0.38777752220630646,2,0.5,1492,0.4801395081129952,0.0,True,cat:12,unknown,ant,unknown,global,86,114,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v38_p002306.jpg
OVT-B,38,ovtb_v38_p002269,ant,12,0.3855922669172287,0.3855922669172287,0.3855922669172287,2,0.5,1474,0.32154722299231236,0.0,True,cat:12,unknown,ant,unknown,global,0,200,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v38_p002269.jpg
OVT-B,39,ovtb_v39_p002363,ant,12,0.37742701172828674,0.37742701172828674,0.37742701172828674,2,0.5,1533,0.4070913852817611,0.0,True,cat:12,unknown,ant,unknown,global,29,86,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v39_p002363.jpg
OVT-B,38,ovtb_v38_p002271,ant,12,0.37415959579604013,0.37415959579604013,0.37415959579604013,7,0.8571428571428571,,0.0,0.0,True,cat:12,unknown,ant,unknown,global,0,200,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v38_p002271.jpg
OVT-B,117,ovtb_v117_p003073,broom,130,0.5796120278537273,0.5796120278537273,0.5796120278537273,8,0.875,,0.0,0.0,True,cat:130,unknown,broom,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v117_p003073.jpg
OVT-B,658,ovtb_v658_p006809,trowel,977,0.5781694538891315,0.5781694538891315,0.5781694538891315,8,0.875,5451,0.16816816141806368,0.0,True,cat:977,unknown,trowel,unknown,global,0,20,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v658_p006809.jpg
OVT-B,353,ovtb_v353_p004662,trowel,977,0.5196350142359734,0.5196350142359734,0.5196350142359734,4,0.75,3493,0.19630606779155213,0.0,True,cat:977,unknown,trowel,unknown,global,7,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v353_p004662.jpg
OVT-B,658,ovtb_v658_p006810,trowel,977,0.32732250293095905,0.32732250293095905,0.32732250293095905,3,0.6666666666666666,5451,0.15238019415431284,0.0,True,cat:977,unknown,trowel,unknown,global,9,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v658_p006810.jpg
OVT-B,137,ovtb_v137_p003196,dog,290,0.577864134311676,0.577864134311676,0.577864134311676,5,0.8,2127,0.05795695090134553,0.0,True,cat:290,unknown,dog,unknown,global,0,30,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v137_p003196.jpg
OVT-B,55,ovtb_v55_p002702,dog,290,0.3993891775608063,0.3993891775608063,0.3993891775608063,2,0.5,,0.0,0.0,True,cat:290,unknown,dog,unknown,global,0,94,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v55_p002702.jpg
OVT-B,206,ovtb_v206_p003543,shirt,820,0.5777296721935272,0.5777296721935272,0.5777296721935272,8,0.875,2435,0.03511918188570979,0.0,True,cat:820,unknown,shirt,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v206_p003543.jpg
OVT-B,486,ovtb_v486_p005559,shirt,820,0.45844735701878864,0.45844735701878864,0.45844735701878864,6,0.8333333333333334,4282,0.5515315523966037,0.16666666666666666,True,cat:820,unknown,shirt,unknown,global,0,12,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v486_p005559.jpg
OVT-B,946,ovtb_v946_p008993,shirt,820,0.4034065306186676,0.4034065306186676,0.4034065306186676,2,0.5,7235,0.0031623562332458444,0.0,True,cat:820,unknown,shirt,unknown,global,10,13,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v946_p008993.jpg
OVT-B,486,ovtb_v486_p005560,shirt,820,0.3690812662243843,0.3690812662243843,0.3690812662243843,8,0.875,4282,0.02098385061594314,0.0,True,cat:820,unknown,shirt,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v486_p005560.jpg
OVT-B,946,ovtb_v946_p008992,shirt,820,0.3676192909479141,0.3676192909479141,0.3676192909479141,4,0.75,7235,0.26930167619408235,0.0,True,cat:820,unknown,shirt,unknown,global,7,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v946_p008992.jpg
OVT-B,486,ovtb_v486_p005561,shirt,820,0.34746916890144347,0.34746916890144347,0.34746916890144347,5,0.8,,0.0,0.0,True,cat:820,unknown,shirt,unknown,global,2,12,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v486_p005561.jpg
