audit_item_id,packet,strong_model_id,strong_model_label,strong_model_confidence,strong_model_support_score,model_reason,image_pair_available,source_image_sha256,target_image_sha256,center_distance_px,normalized_distance,bbox_area_ratio,crop_ncc,template_best_ncc,template_pred_target_distance_px,source_center_segmented,target_center_segmented,frame_gap,evidence_scope
CTC-PHASE81-0429,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.602745,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,2c05ba8043993e2831d8420d78027ce4bc98daa5acd3e133190ca0adc23f5c61,b1a62136dd29a0e814624eea0abbb6b1dee483368fa0820057a5cd84ffa2fa4c,1.0,0.024383,1.0,0.233295,0.139811,100.480098,False,False,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0432,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.909978,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,fe66a2d551a128cf51a6764c0d67017cd70704a9d509547f4eb3b0674f9ea03d,abd7751a16cb3d0852547bc405d9d84d0a96f79f9f9a01b4cadf5aa55bfc15af,1.0,0.078567,1.0,0.752775,0.764962,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0435,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.780179,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,b544c362cb56f78c8519b366452abf891665fbc9f6786ff528c7828420725c97,8aa1e9bc964cc2ae107e9f68d164b04020c2b0e9a6c8a518e13fcf7c2595cdba,0.0,0.0,1.0,0.160365,0.180001,5.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0436,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.6525,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,a523349647c960dadcfbd93977be70c38620ce0d6293edfd6f4f4c76f5890c62,976c9a110b1391948cf2e59efad2737fd24e6345edcbfdb2916078bbd56f04e4,0.0,0.0,1.0,0.199589,0.250902,139.387948,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0438,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.830497,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,ae8a7aa39efc67ecdff6543defdd5375b3ab17e30eb70c60ad11008ada5b1ebf,1d388799d3b74241f78ab53e9fba4229efd9c2ba0368a7cbe6fce086cf592ebc,0.0,0.0,1.0,0.356365,0.272066,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0441,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.690414,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,0a518b72a04ffcc5f5165573a4752937085438918e494ba5eacfc220ff9f51b6,9d46ad041880c46a4e10b4c97966154b58653c25f84f989057513a87c2e6bc08,3.535534,0.084309,0.606061,0.854454,0.593184,73.006849,False,False,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0458,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.858565,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,5a725791d5475194e2f32b96cc748bef69803d01e01e7212452db9cff283664f,72018e135877cf852939447d1bc9c4ed85e8b2e48996727057405b8f882b3b6c,0.0,0.0,1.0,0.583337,0.726049,3.162278,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0464,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.554483,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,188aad67d55de86e4b8a41cdfad1a9f4f3e1553700be4a5158974ae80223729c,7a4856dfb8acb0151c641a629efb51eed43421f93d5e79aa1106522ac9be0859,7.211103,1.699673,1.0,0.115527,0.619104,5.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0467,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.93103,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,bbdb948f35e2c8e8d16de63c6b753812b2975b3178d8e845471706abc1b65b16,15cc2d29a275d34b9f085a9f0948dc4643aae474b1aad5d78ecba7d4a4313c17,0.0,0.0,1.0,0.924636,0.964718,2.828427,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0468,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.853764,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,7a4856dfb8acb0151c641a629efb51eed43421f93d5e79aa1106522ac9be0859,225b2df81bd29e75a00d91462faf1a7a358401022364474112838aba92b066b4,3.0,0.424264,1.0,0.685685,0.90878,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0469,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.906426,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,d5c985241d82384eb05a516f897358aced9ef31de2574cc1230fd5a68035a4fd,eb66d421c7a60a7dbd70b2c609bc6f1a1846f7d0911e46de2cc701331798db5a,0.0,0.0,1.0,0.853586,0.926376,3.605551,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0473,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.810982,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,30bfa0493ec2e1281db5fb86b7a19cc28e5183273b2d22c9a2877cc2cba20245,d5f46694d7599911dcfe0e137266440b75c651bb815537ad62aa728bf0855a4e,1.0,0.019111,1.0,0.707304,0.862149,82.05486,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0479,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.817993,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,e62fe50326581e618d81e059a75ae791ea145438d7b249c2fc53e919e39c903e,dde4ab56325543ef67972be9b66f93f78ace014f04c65f8e4a3dce314d0b2e56,0.0,0.0,1.0,0.733372,0.853029,81.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0482,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.766187,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,30bfa0493ec2e1281db5fb86b7a19cc28e5183273b2d22c9a2877cc2cba20245,d5f46694d7599911dcfe0e137266440b75c651bb815537ad62aa728bf0855a4e,0.5,0.009007,0.975,0.701206,0.58878,114.140265,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0485,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.714433,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,2e847d0b7c27f75152cbb0ad88a0ed3d7a100dc0abf5ec7a050e6c4c992e1144,9f7e31ca72aec25a3b9e6b9a635a6a2052d9b275b9a313a4d6eda80a4687a546,2.236068,0.083218,1.0,0.011397,0.147061,10.630146,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0492,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.640972,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,85e95610575fb138e16791be7329979ac3a41b401d1b7b15c1aab6596a23cd53,e89de23604e2b59e3d8b689a89adf0251f9ac0bc11461519e829676f5495e1c3,0.0,0.0,1.0,0.047658,0.162583,61.294372,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0501,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.771996,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,2cc9a1dd7bb3d694e56cc558c0955be80e72b286ecb530ebba31b53567b285af,3bcea65b561b467d40d8b09bbe4864e1bd744a003c3f1fd9b68a6e4e7ec730b5,0.0,0.0,1.0,0.187986,0.25294,9.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0505,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.936045,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,c800d752ecd7052a89774e290d35ba2cadfed9b33b3e32db901a9e47611554e5,c24f1fa90dcea2e4e1e2389a2dbc0bc1032887af7f6391bb6b0c9f935eb6e28c,1.581139,0.03547,0.878788,0.794203,0.87125,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0506,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.911402,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,54f9ebf35723e2db55a55595059b0194baff7515ed0848fd30d1397e2ad1afbc,3edfda397fcb21ede6028e7ede2431aec6b03cfb145884d596e735ed604b00a4,2.236068,0.14374,1.0,0.779911,0.888887,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0511,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.781375,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,63a03a006b346beb19e1b2a4f76a2bd0d147e5b93cd06ec82bf8d831462dc4c6,0074b4ed40778c6b734407cc12423fc4ae1c7ad82e3cb1f3875090bc7460a2a0,0.5,0.00878,0.97619,0.79453,0.780445,207.002415,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0512,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.758962,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,fdbcc1bebf7c764ef25f56c4506f489fd3b74b0291001c6f06ae2b7ce0eebf4a,c800d752ecd7052a89774e290d35ba2cadfed9b33b3e32db901a9e47611554e5,0.5,0.008571,0.97619,0.728109,0.666338,245.002041,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0517,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.969308,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,89d71a834c01f0d644c0ebb3c0994841bdf74bde85def62862b585a54cba2611,67aad2dd0b1f8730f2dc8a3c9653c7328eef421216510f3682e2a9d03139f9e8,0.0,0.0,1.0,0.982779,0.943581,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0524,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.931671,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,0a518b72a04ffcc5f5165573a4752937085438918e494ba5eacfc220ff9f51b6,9d46ad041880c46a4e10b4c97966154b58653c25f84f989057513a87c2e6bc08,1.118034,0.023743,0.858586,0.791043,0.853935,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0525,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.641693,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,dc29a34f459e0eeb1fe36eab01e1333c09d9d644edcebeea77d81d63ddb73fbd,fe94d9f3c6ce48c16d61d0f4158fd5c3c0acc64c94e6be847ede3c0efbdbc2a0,0.0,0.0,1.0,0.087245,0.271698,130.207527,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0526,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.794625,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,2102cee64a8982b83dde02a5da047db28a79f99ddbea20e8fe5ef349d07e5d3f,71c47679fcf2119dffdd8476a20af01a1c6e8a9c3f0ae5aef3fe1768130462e1,0.0,0.0,1.0,0.09444,0.24424,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0538,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.911969,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,37058a7e09cffcf3be44ba35db632c6fdfe977c400c99ac84e76673e11be0ba6,edb7661e9e7e59dbe936b532e2e36fdd0cbedf809d63717ea174ab31caff0876,0.0,0.0,1.0,0.861562,0.968063,3.605551,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0539,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.870605,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,336707106ebe95f7b8782ed1881e8d0e5ba0d21bbc0864dc9aeb0e55dbf6a89f,66037bbfac3430faca9a8b466131d8bd82e5a64d6738ef4f0c9948fc56942340,2.692582,0.05806,0.634238,0.810478,0.607229,4.123106,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0543,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.960964,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,0af3e128de26c63d38995f498e1636fc1259037f70eafdc915d8aa2967ab17dd,f5e93a4084e2d0af9c7e3f1e3b123b01217b1654f25039c1a72f53dc1db3f000,0.0,0.0,1.0,0.988304,0.861695,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0552,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.889851,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,de9b0a468e020e9a5a20b7942f878a9f93c800248de99351f31d83b1b1b875cf,532487ff3984d372157a7bf44659e83ca8c92bdab6b308b83e172ecd4e2f1765,2.236068,0.14374,1.0,0.715998,0.672457,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0553,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.776194,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,afc9d17de3142cc8fd3ed4f66b802ed514e7659d1dc07daa101ace02848a654b,0b930437cb376e300cf782ff910fcdfec6ec0f8f9cd3f5b5bc61f9305e219ffe,0.0,0.0,1.0,0.056127,0.189149,3.605551,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0557,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.678195,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,4b3950f87a4f0221ff0e26de9f5f054067547f29571eb6fbc6b8e6ceb564b2bf,9a8785e380baa348c20575bd614ef74ad8d93f9e9a047c38d4573df85081dc6b,15.231546,1.196703,1.0,0.136255,0.661385,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0564,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.880685,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,eab22477d2de83a893e65c3bc7415f1695b9122c772e4c191ea03ac2945bfbcb,c18d708c032e8e4dac6a7b0c354c42f55c2233a99c2b9d579ce390765088173a,2.061553,0.14942,0.736364,0.816328,0.783506,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0574,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.860689,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,9a56472161d8f73f7728e6b3d22ce735c196cdee22c0dbfcc23e66468cbf0b51,bcd37626587a94e4cb5dd53f6323809f5e051e42865a67b260ae2f1596efc0d6,2.061553,0.129514,0.916667,0.640684,0.62671,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0575,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.624384,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,04e4f6c7b539564924c7615ee7d418a0934d2c44e28999b2f3411f2d3ed3e143,f0ecc0a1749f35b69c5cff9ba472fc5e88c88848562f7e219542b483aaf33af8,0.0,0.0,1.0,0.066023,0.137235,129.630243,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0581,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.798966,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,2003631bd1bc0732c3cfe451fd995e939fc55cbd4eaf28b90bfa58698bf234e8,c87a58b8602e4dbefd344c99584738a6f93f3d38cf375feb0be74c5e7b6bd5be,0.0,0.0,0.902439,0.863263,0.862679,155.02903,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0582,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.947978,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,c24f1fa90dcea2e4e1e2389a2dbc0bc1032887af7f6391bb6b0c9f935eb6e28c,1d0c846e8d19e736f385694687d6cedd5d5a00b8c2579882cc579c9d55207fff,1.5,0.027729,0.877564,0.861618,0.872345,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0583,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.96483,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,7d22993802612a9a3cba2dc5bb7f89b8441c7dfd1fdd0087cb860d784294f9ae,077f8583c3d65be1e97913f90e6e58655b639b5a0bfc24b6b094f286096157ce,0.0,0.0,1.0,0.983505,0.978412,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0585,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.637339,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,cd30418b0203397ce7b34bca120afa93ca3b6837e68a70eb541957b3965cb9af,eab22477d2de83a893e65c3bc7415f1695b9122c772e4c191ea03ac2945bfbcb,7.211103,1.019804,1.0,0.205154,0.795832,6.708204,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0588,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,0.760823,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,8b4bb944719c8f313ffb02aff4b239977cad16ccacc088aae42e9dd59bae16df,188e8f4078e5515d411d16eb42a69e7b81b0d662b36984f77e6022463c4c64c2,0.5,0.008891,0.928571,0.716349,0.649322,146.65947,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0589,calibration_audit,phase91_ctc_image_template_segmentation_surrogate_v1,uncertain,medium,0.631342,mixed image-template and geometry evidence; route to human adjudication if used evidentially,True,85e95610575fb138e16791be7329979ac3a41b401d1b7b15c1aab6596a23cd53,e89de23604e2b59e3d8b689a89adf0251f9ac0bc11461519e829676f5495e1c3,0.0,0.0,1.0,0.07164,0.147155,87.464278,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
