audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,ai_label,ai_confidence,ai_support_score,ai_reason,human_label,human_confidence,human_notes,human_accepts_ai_label
CTC-PHASE81-0236,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,385,632,5,5,Fluo-N2DL-HeLa/02/t023,23,385,632,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0237,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,620,104,5,5,Fluo-N2DL-HeLa/02/t019,19,620,104,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0243,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,377,367,5,5,Fluo-N2DL-HeLa/02/t030,30,377,367,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0244,Fluo-N2DL-HeLa,2,66,67,Fluo-N2DL-HeLa/02/t066,66,584,196,5,5,Fluo-N2DL-HeLa/02/t067,67,584,196,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0246,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,410,341,5,5,Fluo-N2DL-HeLa/02/t031,31,410,341,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0247,Fluo-N2DL-HeLa,2,39,40,Fluo-N2DL-HeLa/02/t039,39,725,120,5,5,Fluo-N2DL-HeLa/02/t040,40,725,120,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0252,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,667,670,5,5,Fluo-N2DL-HeLa/02/t012,12,667,670,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0255,Fluo-N2DL-HeLa,2,0,1,Fluo-N2DL-HeLa/02/t000,0,812,662,5,5,Fluo-N2DL-HeLa/02/t001,1,812,662,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0258,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,686,121,5,5,Fluo-N2DL-HeLa/02/t031,31,686,121,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0259,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,720,382,5,5,Fluo-N2DL-HeLa/02/t030,30,720,382,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0265,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,623,96,5,5,Fluo-N2DL-HeLa/02/t044,44,623,96,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0266,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,759,381,5,5,Fluo-N2DL-HeLa/02/t021,21,759,381,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0273,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,698,421,5,5,Fluo-N2DL-HeLa/02/t026,26,698,421,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0274,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,368,537,5,5,Fluo-N2DL-HeLa/02/t034,34,368,537,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0276,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,577,399,5,5,Fluo-N2DL-HeLa/02/t022,22,577,399,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0279,Fluo-N2DL-HeLa,2,46,47,Fluo-N2DL-HeLa/02/t046,46,725,117,5,5,Fluo-N2DL-HeLa/02/t047,47,725,117,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0281,PhC-C2DH-U373,2,12,13,PhC-C2DH-U373/02/t012,12,549,96,9,9,PhC-C2DH-U373/02/t013,13,548,96,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0287,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,761,59,5,5,Fluo-N2DL-HeLa/02/t016,16,761,59,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0289,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,686,81,5,5,Fluo-N2DL-HeLa/02/t006,6,686,81,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0291,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,495,402,5,5,Fluo-N2DL-HeLa/02/t025,25,495,402,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0296,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,679,543,5,5,Fluo-N2DL-HeLa/02/t021,21,679,543,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0298,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,583,160,5,5,Fluo-N2DL-HeLa/02/t013,13,583,160,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0302,Fluo-N2DL-HeLa,2,47,48,Fluo-N2DL-HeLa/02/t047,47,771,77,5,5,Fluo-N2DL-HeLa/02/t048,48,771,77,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0303,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,702,395,5,5,Fluo-N2DL-HeLa/02/t017,17,702,395,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0308,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,556,126,5,5,Fluo-N2DL-HeLa/02/t030,30,556,126,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0310,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,640,135,5,5,Fluo-N2DL-HeLa/02/t021,21,640,135,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0312,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,614,332,5,5,Fluo-N2DL-HeLa/02/t039,39,614,332,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0313,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,508,669,5,5,Fluo-N2DL-HeLa/02/t027,27,508,669,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0314,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,721,328,5,5,Fluo-N2DL-HeLa/02/t031,31,721,328,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0320,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,385,632,5,5,Fluo-N2DL-HeLa/02/t021,21,385,632,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0322,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,782,423,5,5,Fluo-N2DL-HeLa/02/t008,8,782,423,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0324,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,615,164,5,5,Fluo-N2DL-HeLa/02/t019,19,615,164,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0326,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,716,379,5,5,Fluo-N2DL-HeLa/02/t035,35,716,379,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0330,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,385,632,5,5,Fluo-N2DL-HeLa/02/t022,22,385,632,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0331,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,588,290,5,5,Fluo-N2DL-HeLa/02/t022,22,588,290,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0335,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,586,68,5,5,Fluo-N2DL-HeLa/02/t027,27,586,68,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0336,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,591,294,5,5,Fluo-N2DL-HeLa/02/t029,29,591,294,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0338,Fluo-N2DL-HeLa,2,8,9,Fluo-N2DL-HeLa/02/t008,8,791,603,5,5,Fluo-N2DL-HeLa/02/t009,9,791,603,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0342,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,740,128,5,5,Fluo-N2DL-HeLa/02/t020,20,740,128,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0344,Fluo-N2DL-HeLa,2,8,9,Fluo-N2DL-HeLa/02/t008,8,580,386,5,5,Fluo-N2DL-HeLa/02/t009,9,580,386,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0345,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,614,268,5,5,Fluo-N2DL-HeLa/02/t036,36,614,268,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0346,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,795,117,5,5,Fluo-N2DL-HeLa/02/t029,29,795,117,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0347,Fluo-N2DL-HeLa,2,45,46,Fluo-N2DL-HeLa/02/t045,45,392,627,5,5,Fluo-N2DL-HeLa/02/t046,46,392,627,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0349,Fluo-N2DL-HeLa,2,51,52,Fluo-N2DL-HeLa/02/t051,51,434,517,5,5,Fluo-N2DL-HeLa/02/t052,52,434,517,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0355,Fluo-N2DL-HeLa,2,39,40,Fluo-N2DL-HeLa/02/t039,39,758,332,5,5,Fluo-N2DL-HeLa/02/t040,40,758,332,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0356,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,556,206,5,5,Fluo-N2DL-HeLa/02/t054,54,556,206,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0358,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,685,121,5,5,Fluo-N2DL-HeLa/02/t036,36,685,121,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0359,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,495,402,5,5,Fluo-N2DL-HeLa/02/t026,26,495,402,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0362,PhC-C2DH-U373,2,45,46,PhC-C2DH-U373/02/t045,45,66,462,5,5,PhC-C2DH-U373/02/t046,46,64,462,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0364,Fluo-N2DL-HeLa,2,32,33,Fluo-N2DL-HeLa/02/t032,32,436,203,5,5,Fluo-N2DL-HeLa/02/t033,33,436,203,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0366,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,417,531,5,5,Fluo-N2DL-HeLa/02/t019,19,417,531,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0367,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,491,124,5,5,Fluo-N2DL-HeLa/02/t020,20,491,124,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0368,Fluo-N2DL-HeLa,2,32,33,Fluo-N2DL-HeLa/02/t032,32,460,546,5,5,Fluo-N2DL-HeLa/02/t033,33,460,546,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0370,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,783,658,5,5,Fluo-N2DL-HeLa/02/t011,11,783,658,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0374,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,740,629,5,5,Fluo-N2DL-HeLa/02/t020,20,740,629,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0376,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,613,332,5,5,Fluo-N2DL-HeLa/02/t037,37,613,332,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0384,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,754,94,5,5,Fluo-N2DL-HeLa/02/t029,29,754,94,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0385,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,455,358,5,5,Fluo-N2DL-HeLa/02/t016,16,455,358,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0386,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,721,328,5,5,Fluo-N2DL-HeLa/02/t034,34,721,328,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0390,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,612,669,5,5,Fluo-N2DL-HeLa/02/t021,21,612,669,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0393,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,442,205,5,5,Fluo-N2DL-HeLa/02/t028,28,442,205,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0398,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,762,59,5,5,Fluo-N2DL-HeLa/02/t014,14,762,59,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0400,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,966,667,5,5,Fluo-N2DL-HeLa/02/t054,54,966,667,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0403,Fluo-N2DL-HeLa,2,37,38,Fluo-N2DL-HeLa/02/t037,37,546,200,5,5,Fluo-N2DL-HeLa/02/t038,38,546,200,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0405,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,610,595,3,3,Fluo-N2DL-HeLa/02/t014,14,610,595,3,4,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0407,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,718,447,5,5,Fluo-N2DL-HeLa/02/t007,7,718,447,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0409,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,631,81,5,5,Fluo-N2DL-HeLa/02/t014,14,631,81,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0413,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,405,362,5,5,Fluo-N2DL-HeLa/02/t003,3,405,362,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0415,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,725,30,5,5,Fluo-N2DL-HeLa/02/t022,22,725,30,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0416,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,916,289,5,5,Fluo-N2DL-HeLa/02/t006,6,916,289,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0417,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,686,121,5,5,Fluo-N2DL-HeLa/02/t029,29,686,121,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0421,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,615,269,5,5,Fluo-N2DL-HeLa/02/t039,39,615,269,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0422,Fluo-N2DL-HeLa,2,9,10,Fluo-N2DL-HeLa/02/t009,9,575,283,5,5,Fluo-N2DL-HeLa/02/t010,10,575,283,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0424,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,580,386,5,5,Fluo-N2DL-HeLa/02/t011,11,580,386,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0427,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,445,370,5,5,Fluo-N2DL-HeLa/02/t030,30,445,370,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0428,PhC-C2DH-U373,2,97,98,PhC-C2DH-U373/02/t097,97,584,175,9,9,PhC-C2DH-U373/02/t098,98,584,175,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0430,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,768,59,5,5,Fluo-N2DL-HeLa/02/t030,30,768,59,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0431,Fluo-N2DL-HeLa,2,32,33,Fluo-N2DL-HeLa/02/t032,32,508,668,5,5,Fluo-N2DL-HeLa/02/t033,33,508,668,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0434,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,761,59,5,5,Fluo-N2DL-HeLa/02/t017,17,761,59,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0437,Fluo-N2DL-HeLa,2,0,1,Fluo-N2DL-HeLa/02/t000,0,430,604,5,5,Fluo-N2DL-HeLa/02/t001,1,430,604,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0440,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,683,121,5,5,Fluo-N2DL-HeLa/02/t054,54,683,121,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0442,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,665,182,5,5,Fluo-N2DL-HeLa/02/t007,7,665,182,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0446,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,368,525,5,5,Fluo-N2DL-HeLa/02/t037,37,368,525,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0449,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,554,199,5,5,Fluo-N2DL-HeLa/02/t044,44,554,199,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0450,Fluo-N2DL-HeLa,2,37,38,Fluo-N2DL-HeLa/02/t037,37,872,466,5,5,Fluo-N2DL-HeLa/02/t038,38,872,466,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0451,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,727,328,5,5,Fluo-N2DL-HeLa/02/t024,24,727,328,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0452,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,481,117,5,5,Fluo-N2DL-HeLa/02/t039,39,481,117,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0453,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,546,200,5,5,Fluo-N2DL-HeLa/02/t037,37,546,200,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0454,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,382,621,5,5,Fluo-N2DL-HeLa/02/t035,35,382,621,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0455,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,593,249,5,5,Fluo-N2DL-HeLa/02/t013,13,593,249,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0456,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,442,205,5,5,Fluo-N2DL-HeLa/02/t029,29,442,205,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0462,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,417,601,5,5,Fluo-N2DL-HeLa/02/t017,17,417,601,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0471,Fluo-N2DL-HeLa,2,3,4,Fluo-N2DL-HeLa/02/t003,3,1043,521,5,5,Fluo-N2DL-HeLa/02/t004,4,1043,521,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0472,PhC-C2DH-U373,2,105,106,PhC-C2DH-U373/02/t105,105,603,170,9,9,PhC-C2DH-U373/02/t106,106,603,170,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0474,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,490,130,5,5,Fluo-N2DL-HeLa/02/t007,7,490,130,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0475,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,416,534,5,5,Fluo-N2DL-HeLa/02/t017,17,416,534,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0477,Fluo-N2DL-HeLa,2,55,56,Fluo-N2DL-HeLa/02/t055,55,739,351,5,5,Fluo-N2DL-HeLa/02/t056,56,739,351,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0480,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,720,382,5,5,Fluo-N2DL-HeLa/02/t024,24,720,382,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0483,PhC-C2DH-U373,2,1,2,PhC-C2DH-U373/02/t001,1,640,284,3,3,PhC-C2DH-U373/02/t002,2,639,286,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0486,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,790,369,5,5,Fluo-N2DL-HeLa/02/t039,39,790,369,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0488,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,681,71,5,5,Fluo-N2DL-HeLa/02/t025,25,681,71,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0490,PhC-C2DH-U373,2,15,16,PhC-C2DH-U373/02/t015,15,606,444,11,11,PhC-C2DH-U373/02/t016,16,606,444,11,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0491,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,763,62,5,5,Fluo-N2DL-HeLa/02/t007,7,763,62,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
