audit_id,path_id,queue_membership,queue_calibration,queue_simulated_strict_release,queue_raw_topK_reference,simulated_release_hits,simulated_release_budgets,simulated_release_seeds,ctc_dataset,sequence_id,frame_start,frame_end,video_id,candidate_rank,score,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status,human_confirmation_note
CTC-AUDIT-00117,ctc_Fluo-N2DL-HeLa_02_f061_s316_to_f062_t316,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","1,3,4,8,12,13,14,16",Fluo-N2DL-HeLa,2,61,62,220061,117,0.9999999999997962,Fluo-N2DL-HeLa/02/t061,61,487,73,3,3,Fluo-N2DL-HeLa/02/t062,62,487,73,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00118,ctc_PhC-C2DH-U373_02_f056_s14_to_f057_t14,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","4,5,7,9,12,14,18,19",PhC-C2DH-U373,2,56,57,320056,118,0.9999999999997948,PhC-C2DH-U373/02/t056,56,63,423,5,5,PhC-C2DH-U373/02/t057,57,63,422,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00119,ctc_PhC-C2DH-U373_02_f072_s18_to_f073_t18,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","1,2,3,12,14,19",PhC-C2DH-U373,2,72,73,320072,119,0.9999999999997912,PhC-C2DH-U373/02/t072,72,58,422,5,6,PhC-C2DH-U373/02/t073,73,58,423,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00120,ctc_PhC-C2DH-U373_02_f001_s1_to_f002_t1,"simulated_strict_release,raw_topK_reference",False,True,True,18,"100,300","0,1,4,8,10,13,15,17,19",PhC-C2DH-U373,2,1,2,320001,120,0.9999999999997896,PhC-C2DH-U373/02/t001,1,58,292,9,9,PhC-C2DH-U373/02/t002,2,58,292,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00121,ctc_PhC-C2DH-U373_02_f003_s4_to_f004_t4,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","0,2,5,6,7,17,18",PhC-C2DH-U373,2,3,4,320003,121,0.9999999999997896,PhC-C2DH-U373/02/t003,3,578,106,9,9,PhC-C2DH-U373/02/t004,4,578,106,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00122,ctc_PhC-C2DH-U373_02_f052_s11_to_f053_t11,"simulated_strict_release,raw_topK_reference",False,True,True,6,"100,300","0,2,8",PhC-C2DH-U373,2,52,53,320052,122,0.9999999999997866,PhC-C2DH-U373/02/t052,52,519,461,3,3,PhC-C2DH-U373/02/t053,53,518,461,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00123,ctc_Fluo-N2DL-HeLa_02_f052_s316_to_f053_t316,"simulated_strict_release,raw_topK_reference",False,True,True,8,"100,300","0,10,11,15",Fluo-N2DL-HeLa,2,52,53,220052,123,0.9999999999997816,Fluo-N2DL-HeLa/02/t052,52,488,84,3,3,Fluo-N2DL-HeLa/02/t053,53,488,84,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00124,ctc_Fluo-N2DL-HeLa_02_f084_s215_to_f085_t215,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","0,1,2,3,9,19",Fluo-N2DL-HeLa,2,84,85,220084,124,0.9999999999997808,Fluo-N2DL-HeLa/02/t084,84,318,59,3,3,Fluo-N2DL-HeLa/02/t085,85,318,59,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00125,ctc_Fluo-N2DL-HeLa_02_f049_s316_to_f050_t316,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","3,4,8,10,13,14,18,19",Fluo-N2DL-HeLa,2,49,50,220049,125,0.9999999999997784,Fluo-N2DL-HeLa/02/t049,49,488,86,3,3,Fluo-N2DL-HeLa/02/t050,50,488,86,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00126,ctc_Fluo-N2DL-HeLa_02_f083_s577_to_f084_t577,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,2,6,8,9,15,19",Fluo-N2DL-HeLa,2,83,84,220083,126,0.9999999999997782,Fluo-N2DL-HeLa/02/t083,83,677,180,3,3,Fluo-N2DL-HeLa/02/t084,84,677,180,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00127,ctc_Fluo-N2DL-HeLa_02_f048_s316_to_f049_t316,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","0,7,10,15,18",Fluo-N2DL-HeLa,2,48,49,220048,127,0.9999999999997692,Fluo-N2DL-HeLa/02/t048,48,488,86,3,3,Fluo-N2DL-HeLa/02/t049,49,488,86,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00128,ctc_PhC-C2DH-U373_02_f037_s18_to_f038_t18,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","1,3,9,11,15",PhC-C2DH-U373,2,37,38,320037,128,0.9999999999997622,PhC-C2DH-U373/02/t037,37,59,445,5,5,PhC-C2DH-U373/02/t038,38,59,446,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00129,ctc_PhC-C2DH-U373_02_f055_s1_to_f056_t1,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","0,2,3,5,6,9,16,19",PhC-C2DH-U373,2,55,56,320055,129,0.9999999999997587,PhC-C2DH-U373/02/t055,55,82,295,9,9,PhC-C2DH-U373/02/t056,56,82,295,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00130,ctc_Fluo-N2DL-HeLa_02_f072_s331_to_f073_t331,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","1,3,5,12,15,16",Fluo-N2DL-HeLa,2,72,73,220072,130,0.9999999999997478,Fluo-N2DL-HeLa/02/t072,72,493,250,3,3,Fluo-N2DL-HeLa/02/t073,73,493,250,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00131,ctc_Fluo-N2DL-HeLa_02_f086_s577_to_f087_t577,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","0,1,2,4,11,12",Fluo-N2DL-HeLa,2,86,87,220086,131,0.9999999999997344,Fluo-N2DL-HeLa/02/t086,86,679,180,3,3,Fluo-N2DL-HeLa/02/t087,87,679,180,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00132,ctc_PhC-C2DH-U373_02_f022_s14_to_f023_t14,"simulated_strict_release,raw_topK_reference",False,True,True,6,"100,300","2,4,14",PhC-C2DH-U373,2,22,23,320022,132,0.9999999999997228,PhC-C2DH-U373/02/t022,22,112,422,7,7,PhC-C2DH-U373/02/t023,23,112,422,7,7,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00133,ctc_Fluo-N2DL-HeLa_02_f088_s577_to_f089_t577,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,2,5,7,11,12,18",Fluo-N2DL-HeLa,2,88,89,220088,133,0.9999999999997128,Fluo-N2DL-HeLa/02/t088,88,679,179,3,3,Fluo-N2DL-HeLa/02/t089,89,679,179,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00134,ctc_Fluo-N2DL-HeLa_02_f058_s316_to_f059_t316,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","2,4,7,8,16,19",Fluo-N2DL-HeLa,2,58,59,220058,134,0.9999999999997118,Fluo-N2DL-HeLa/02/t058,58,490,76,3,3,Fluo-N2DL-HeLa/02/t059,59,490,76,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00135,ctc_Fluo-N2DL-HeLa_02_f054_s316_to_f055_t316,"simulated_strict_release,raw_topK_reference",False,True,True,18,"100,300","1,2,6,7,8,10,11,15,16",Fluo-N2DL-HeLa,2,54,55,220054,135,0.9999999999997092,Fluo-N2DL-HeLa/02/t054,54,488,81,3,3,Fluo-N2DL-HeLa/02/t055,55,488,81,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00136,ctc_Fluo-N2DL-HeLa_02_f056_s316_to_f057_t316,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","0,1,10,13,14,15,19",Fluo-N2DL-HeLa,2,56,57,220056,136,0.9999999999997042,Fluo-N2DL-HeLa/02/t056,56,489,76,3,3,Fluo-N2DL-HeLa/02/t057,57,489,76,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00137,ctc_PhC-C2DH-U373_02_f006_s1_to_f007_t1,"simulated_strict_release,raw_topK_reference",False,True,True,8,"100,300","2,5,15,16",PhC-C2DH-U373,2,6,7,320006,137,0.9999999999997018,PhC-C2DH-U373/02/t006,6,62,279,9,9,PhC-C2DH-U373/02/t007,7,62,279,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00138,ctc_Fluo-N2DL-HeLa_02_f074_s577_to_f075_t577,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","0,1,6,8,14,17",Fluo-N2DL-HeLa,2,74,75,220074,138,0.9999999999996988,Fluo-N2DL-HeLa/02/t074,74,674,188,3,3,Fluo-N2DL-HeLa/02/t075,75,674,188,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00139,ctc_Fluo-N2DL-HeLa_02_f075_s215_to_f076_t215,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","0,1,2,6,8,11,13,14",Fluo-N2DL-HeLa,2,75,76,220075,139,0.99999999999969,Fluo-N2DL-HeLa/02/t075,75,328,66,3,3,Fluo-N2DL-HeLa/02/t076,76,328,66,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00140,ctc_Fluo-N2DL-HeLa_02_f068_s578_to_f069_t578,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","3,4,7,8,12,14,15,17",Fluo-N2DL-HeLa,2,68,69,220068,140,0.9999999999996873,Fluo-N2DL-HeLa/02/t068,68,674,206,3,3,Fluo-N2DL-HeLa/02/t069,69,674,206,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00141,ctc_Fluo-N2DL-HeLa_02_f070_s577_to_f071_t577,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","0,12,16,17,18",Fluo-N2DL-HeLa,2,70,71,220070,141,0.9999999999996788,Fluo-N2DL-HeLa/02/t070,70,673,180,3,3,Fluo-N2DL-HeLa/02/t071,71,673,180,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00142,ctc_PhC-C2DH-U373_02_f030_s1_to_f031_t1,"simulated_strict_release,raw_topK_reference",False,True,True,18,"100,300","3,7,9,10,12,13,15,17,19",PhC-C2DH-U373,2,30,31,320030,142,0.9999999999996588,PhC-C2DH-U373/02/t030,30,88,240,9,9,PhC-C2DH-U373/02/t031,31,88,240,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00143,ctc_PhC-C2DH-U373_02_f008_s1_to_f009_t1,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","3,4,10,14,15,18",PhC-C2DH-U373,2,8,9,320008,143,0.9999999999996548,PhC-C2DH-U373/02/t008,8,61,275,9,9,PhC-C2DH-U373/02/t009,9,61,275,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00144,ctc_Fluo-N2DL-HeLa_02_f076_s577_to_f077_t577,"simulated_strict_release,raw_topK_reference",False,True,True,22,"100,300","0,1,2,6,7,8,10,14,15,16,18",Fluo-N2DL-HeLa,2,76,77,220076,144,0.999999999999646,Fluo-N2DL-HeLa/02/t076,76,678,181,3,3,Fluo-N2DL-HeLa/02/t077,77,678,181,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00145,ctc_PhC-C2DH-U373_02_f095_s9_to_f096_t9,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","4,8,9,13,14,17",PhC-C2DH-U373,2,95,96,320095,145,0.9999999999996434,PhC-C2DH-U373/02/t095,95,637,288,3,3,PhC-C2DH-U373/02/t096,96,637,287,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00146,ctc_Fluo-N2DL-HeLa_02_f080_s215_to_f081_t215,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","7,8,9,10,13",Fluo-N2DL-HeLa,2,80,81,220080,146,0.9999999999996364,Fluo-N2DL-HeLa/02/t080,80,324,63,3,3,Fluo-N2DL-HeLa/02/t081,81,324,63,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00147,ctc_PhC-C2DH-U373_02_f047_s9_to_f048_t9,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","0,5,6,10,13,16",PhC-C2DH-U373,2,47,48,320047,147,0.9999999999996224,PhC-C2DH-U373/02/t047,47,635,300,3,3,PhC-C2DH-U373/02/t048,48,635,299,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00148,ctc_PhC-C2DH-U373_02_f028_s11_to_f029_t11,"simulated_strict_release,raw_topK_reference",False,True,True,20,"100,300","2,3,4,5,6,8,9,12,15,18",PhC-C2DH-U373,2,28,29,320028,148,0.9999999999996044,PhC-C2DH-U373/02/t028,28,569,458,5,5,PhC-C2DH-U373/02/t029,29,568,458,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00149,ctc_Fluo-N2DL-HeLa_02_f080_s578_to_f081_t578,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","7,8,9,10,13",Fluo-N2DL-HeLa,2,80,81,220080,149,0.9999999999995834,Fluo-N2DL-HeLa/02/t080,80,674,233,3,3,Fluo-N2DL-HeLa/02/t081,81,674,233,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00150,ctc_Fluo-N2DL-HeLa_02_f074_s215_to_f075_t215,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","0,1,6,8,14,17",Fluo-N2DL-HeLa,2,74,75,220074,150,0.999999999999574,Fluo-N2DL-HeLa/02/t074,74,328,66,3,3,Fluo-N2DL-HeLa/02/t075,75,328,66,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00151,ctc_Fluo-N2DL-HeLa_02_f075_s578_to_f076_t578,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","0,1,2,6,8,11,13,14",Fluo-N2DL-HeLa,2,75,76,220075,151,0.999999999999569,Fluo-N2DL-HeLa/02/t075,75,672,225,3,3,Fluo-N2DL-HeLa/02/t076,76,672,225,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00152,ctc_Fluo-N2DL-HeLa_02_f090_s331_to_f091_t331,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","2,6,8,14,16",Fluo-N2DL-HeLa,2,90,91,220090,152,0.9999999999995683,Fluo-N2DL-HeLa/02/t090,90,503,285,3,3,Fluo-N2DL-HeLa/02/t091,91,503,285,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00153,ctc_Fluo-N2DL-HeLa_02_f079_s330_to_f080_t330,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","1,3,7,8,10,15,16,18",Fluo-N2DL-HeLa,2,79,80,220079,153,0.999999999999564,Fluo-N2DL-HeLa/02/t079,79,484,275,3,3,Fluo-N2DL-HeLa/02/t080,80,484,275,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00154,ctc_Fluo-N2DL-HeLa_02_f070_s215_to_f071_t215,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","0,12,16,17,18",Fluo-N2DL-HeLa,2,70,71,220070,154,0.9999999999995486,Fluo-N2DL-HeLa/02/t070,70,318,59,3,3,Fluo-N2DL-HeLa/02/t071,71,318,59,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00155,ctc_PhC-C2DH-U373_02_f098_s2_to_f099_t2,"simulated_strict_release,raw_topK_reference",False,True,True,12,"100,300","6,10,11,12,16,17",PhC-C2DH-U373,2,98,99,320098,155,0.9999999999995396,PhC-C2DH-U373/02/t098,98,53,300,3,3,PhC-C2DH-U373/02/t099,99,54,300,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00156,ctc_PhC-C2DH-U373_02_f036_s1_to_f037_t1,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,6,7,12,14,17,18",PhC-C2DH-U373,2,36,37,320036,156,0.9999999999994822,PhC-C2DH-U373/02/t036,36,92,244,9,9,PhC-C2DH-U373/02/t037,37,92,244,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00157,ctc_PhC-C2DH-U373_02_f046_s1_to_f047_t1,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,5,6,12,13,14,18",PhC-C2DH-U373,2,46,47,320046,157,0.9999999999994712,PhC-C2DH-U373/02/t046,46,105,264,10,9,PhC-C2DH-U373/02/t047,47,106,264,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00158,ctc_PhC-C2DH-U373_02_f009_s4_to_f010_t4,"simulated_strict_release,raw_topK_reference",False,True,True,8,"100,300","4,7,10,13",PhC-C2DH-U373,2,9,10,320009,158,0.9999999999994648,PhC-C2DH-U373/02/t009,9,560,97,9,9,PhC-C2DH-U373/02/t010,10,560,97,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00159,ctc_Fluo-N2DL-HeLa_02_f079_s215_to_f080_t215,"simulated_strict_release,raw_topK_reference",False,True,True,16,"100,300","1,3,7,8,10,15,16,18",Fluo-N2DL-HeLa,2,79,80,220079,159,0.9999999999994628,Fluo-N2DL-HeLa/02/t079,79,324,63,3,3,Fluo-N2DL-HeLa/02/t080,80,324,63,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00160,ctc_Fluo-N2DL-HeLa_02_f088_s215_to_f089_t215,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,2,5,7,11,12,18",Fluo-N2DL-HeLa,2,88,89,220088,160,0.9999999999994502,Fluo-N2DL-HeLa/02/t088,88,323,64,3,3,Fluo-N2DL-HeLa/02/t089,89,323,64,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00161,ctc_Fluo-N2DL-HeLa_02_f090_s330_to_f091_t330,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","2,6,8,14,16",Fluo-N2DL-HeLa,2,90,91,220090,161,0.9999999999994424,Fluo-N2DL-HeLa/02/t090,90,487,296,3,3,Fluo-N2DL-HeLa/02/t091,91,487,296,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00162,ctc_Fluo-N2DL-HeLa_02_f081_s578_to_f082_t578,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,2,10,11,12,15,16",Fluo-N2DL-HeLa,2,81,82,220081,162,0.9999999999994296,Fluo-N2DL-HeLa/02/t081,81,674,233,3,3,Fluo-N2DL-HeLa/02/t082,82,674,233,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00163,ctc_Fluo-N2DL-HeLa_02_f083_s331_to_f084_t331,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,2,6,8,9,15,19",Fluo-N2DL-HeLa,2,83,84,220083,163,0.9999999999994178,Fluo-N2DL-HeLa/02/t083,83,494,276,3,3,Fluo-N2DL-HeLa/02/t084,84,494,276,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00164,ctc_Fluo-N2DL-HeLa_02_f088_s578_to_f089_t578,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,2,5,7,11,12,18",Fluo-N2DL-HeLa,2,88,89,220088,164,0.9999999999993956,Fluo-N2DL-HeLa/02/t088,88,645,241,3,3,Fluo-N2DL-HeLa/02/t089,89,645,241,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00165,ctc_Fluo-N2DL-HeLa_02_f090_s578_to_f091_t578,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","2,6,8,14,16",Fluo-N2DL-HeLa,2,90,91,220090,165,0.9999999999993878,Fluo-N2DL-HeLa/02/t090,90,642,240,3,3,Fluo-N2DL-HeLa/02/t091,91,642,240,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00166,ctc_Fluo-N2DL-HeLa_02_f090_s215_to_f091_t215,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","2,6,8,14,16",Fluo-N2DL-HeLa,2,90,91,220090,166,0.9999999999993678,Fluo-N2DL-HeLa/02/t090,90,323,66,3,3,Fluo-N2DL-HeLa/02/t091,91,323,66,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00167,ctc_PhC-C2DH-U373_02_f031_s11_to_f032_t11,"simulated_strict_release,raw_topK_reference",False,True,True,18,"100,300","1,8,9,11,12,14,16,17,19",PhC-C2DH-U373,2,31,32,320031,167,0.9999999999993548,PhC-C2DH-U373/02/t031,31,565,457,5,5,PhC-C2DH-U373/02/t032,32,564,457,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00168,ctc_PhC-C2DH-U373_02_f073_s12_to_f074_t12,"simulated_strict_release,raw_topK_reference",False,True,True,18,"100,300","0,2,6,9,10,12,14,17,18",PhC-C2DH-U373,2,73,74,320073,168,0.9999999999993516,PhC-C2DH-U373/02/t073,73,481,456,3,3,PhC-C2DH-U373/02/t074,74,481,454,3,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00169,ctc_PhC-C2DH-U373_02_f033_s4_to_f034_t4,"simulated_strict_release,raw_topK_reference",False,True,True,10,"100,300","0,7,9,10,14",PhC-C2DH-U373,2,33,34,320033,169,0.9999999999993384,PhC-C2DH-U373/02/t033,33,539,150,9,9,PhC-C2DH-U373/02/t034,34,539,150,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00170,ctc_PhC-C2DH-U373_02_f031_s4_to_f032_t4,"simulated_strict_release,raw_topK_reference",False,True,True,18,"100,300","1,8,9,11,12,14,16,17,19",PhC-C2DH-U373,2,31,32,320031,170,0.999999999999338,PhC-C2DH-U373/02/t031,31,547,148,9,9,PhC-C2DH-U373/02/t032,32,547,148,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00171,ctc_Fluo-N2DL-HeLa_02_f081_s215_to_f082_t215,"simulated_strict_release,raw_topK_reference",False,True,True,14,"100,300","1,2,10,11,12,15,16",Fluo-N2DL-HeLa,2,81,82,220081,171,0.9999999999992945,Fluo-N2DL-HeLa/02/t081,81,324,63,3,3,Fluo-N2DL-HeLa/02/t082,82,324,63,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
