dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
OVT-B,1904,ovtb_v1904_p015723,test,cow,251,0.7060348987579346,0.7060348987579346,0.7060348987579346,5,0.8,0,34,5,2083,False,13104.0,0.9880563185145697,1.0,5,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVT-B,413,ovtb_v413_p005021,test,laptop,530,0.7060203790664673,0.7060203790664673,0.7060203790664673,5,0.8,0,4,5,2084,False,3825.0,0.9787111708302204,1.0,5,True,False,,no,cat:530,unknown,laptop,unknown,global,0,final_score_proxy
OVT-B,1737,ovtb_v1737_p014497,cal,person,669,0.7059402664502462,0.7059402664502462,0.7059402664502462,3,0.6666666666666666,0,8,3,2085,False,12056.0,0.956463098325922,1.0,3,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,285,ovtb_v285_p004190,cal,shoe,821,0.7059305310249329,0.7059305310249329,0.7059305310249329,1,0.0,23,23,1,2086,False,3031.0,0.8027307154381511,1.0,1,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,896,ovtb_v896_p008616,tune,person,669,0.7058814316987991,0.7058814316987991,0.7058814316987991,8,0.875,0,11,8,2087,False,6935.0,0.9819622317339808,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1620,ovtb_v1620_p013678,cal,person,669,0.7058002352714539,0.7058002352714539,0.7058002352714539,3,0.6666666666666666,8,17,3,2088,False,11382.0,0.989832070430412,1.0,3,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1403,ovtb_v1403_p012243,tune,sweater,905,0.7057451903820038,0.7057451903820038,0.7057451903820038,8,0.875,0,41,8,2089,False,10116.0,0.983198891166063,1.0,8,True,False,,no,cat:905,unknown,sweater,unknown,global,0,final_score_proxy
OVT-B,1530,ovtb_v1530_p013001,cal,cone,242,0.7057311534881592,0.7057311534881592,0.7057311534881592,1,0.0,0,0,1,2090,False,10849.0,0.7861059713970645,1.0,1,True,False,,no,cat:242,unknown,cone,unknown,global,0,final_score_proxy
OVT-B,13,ovtb_v13_p000627,cal,goose,421,0.7055817246437073,0.7055817246437073,0.7055817246437073,1,0.0,1214,1214,1,2091,False,413.0,0.9147586422178292,1.0,1,True,False,,no,cat:421,unknown,goose,unknown,global,0,final_score_proxy
OVT-B,294,ovtb_v294_p004248,test,car,167,0.7055816650390625,0.7055816650390625,0.7055816650390625,1,0.0,11,11,1,2092,False,3086.0,0.8561963399435927,1.0,1,True,False,,no,cat:167,unknown,car,unknown,global,0,final_score_proxy
OVT-B,1225,ovtb_v1225_p011036,cal,person,669,0.7051329612731934,0.7051329612731934,0.7051329612731934,1,0.0,11,11,1,2093,False,9005.0,0.1183828903935994,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1113,ovtb_v1113_p010195,cal,shoe,821,0.7050738334655762,0.7050738334655762,0.7050738334655762,2,0.5,0,7,2,2094,False,8376.0,0.8948909647120642,1.0,2,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,1749,ovtb_v1749_p014596,test,cheetah,198,0.7048497274518013,0.7048497274518013,0.7048497274518013,8,0.875,0,19,8,2095,False,12129.0,0.962089257676358,1.0,8,True,False,,no,cat:198,unknown,cheetah,unknown,global,0,final_score_proxy
OVT-B,1090,ovtb_v1090_p010020,test,person,669,0.7047545909881592,0.7047545909881592,0.7047545909881592,1,0.0,8,8,1,2096,False,8211.0,0.924410511539366,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1229,ovtb_v1229_p011055,cal,prune,726,0.7047142833471298,0.7047142833471298,0.7047142833471298,8,0.875,0,28,8,2097,False,9023.0,0.9940269852894962,1.0,8,True,False,,no,cat:726,unknown,prune,unknown,global,0,final_score_proxy
OVT-B,803,ovtb_v803_p007889,test,person,669,0.7047138333320617,0.7047138333320617,0.7047138333320617,5,0.8,10,23,5,2098,False,6345.0,0.9120906319578304,1.0,5,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,608,ovtb_v608_p006443,test,xylophone,1048,0.7047134265303612,0.7047134265303612,0.7047134265303612,8,0.875,0,14,8,2099,False,5148.0,0.9201896163740472,1.0,8,True,False,,no,cat:1048,unknown,xylophone,unknown,global,0,final_score_proxy
OVT-B,442,ovtb_v442_p005224,test,person,669,0.704703573669706,0.704703573669706,0.704703573669706,7,0.8571428571428571,4,29,7,2100,False,4010.0,0.9925732493813618,1.0,7,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,904,ovtb_v904_p008654,tune,person,669,0.7046880051493645,0.7046880051493645,0.7046880051493645,8,0.875,0,16,8,2101,False,6985.0,0.9924027666269328,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,36,ovtb_v36_p002185,test,penguin,667,0.7046552896499634,0.7046552896499634,0.7046552896499634,2,0.5,254,356,2,2102,False,1359.0,0.5838034566816924,0.5,1,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,483,ovtb_v483_p005531,cal,shoe,821,0.7046423951784769,0.7046423951784769,0.7046423951784769,3,0.6666666666666666,0,5,3,2103,False,4261.0,0.7705796112169078,1.0,3,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,22,ovtb_v22_p000980,cal,penguin,667,0.7046170234680176,0.7046170234680176,0.7046170234680176,1,0.0,33,33,1,2104,False,662.0,0.7519911335413466,1.0,1,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,1858,ovtb_v1858_p015309,cal,person,669,0.7045866847038269,0.7045866847038269,0.7045866847038269,8,0.875,0,24,8,2105,False,12802.0,0.9941021952036238,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,790,ovtb_v790_p007791,cal,person,669,0.7045548036694527,0.7045548036694527,0.7045548036694527,8,0.875,0,16,8,2106,False,6253.0,0.9864849042304992,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,558,ovtb_v558_p006059,cal,chessboard,201,0.704533115029335,0.704533115029335,0.704533115029335,8,0.875,0,35,8,2107,False,4768.0,0.9559934888822292,1.0,8,True,False,,no,cat:201,unknown,chessboard,unknown,global,0,final_score_proxy
OVT-B,1761,ovtb_v1761_p014665,cal,billards,89,0.7045138676961263,0.7045138676961263,0.7045138676961263,3,0.6666666666666666,28,39,3,2108,False,12201.0,0.9115869635697128,1.0,3,True,False,,no,cat:89,unknown,billards,unknown,global,0,final_score_proxy
OVT-B,564,ovtb_v564_p006094,cal,person,669,0.70450259745121,0.70450259745121,0.70450259745121,8,0.875,0,16,8,2109,False,4838.0,0.963203916976462,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,221,ovtb_v221_p003676,test,army tank,22,0.7044980116188526,0.7044980116188526,0.7044980116188526,8,0.875,0,35,8,2110,False,2545.0,0.944730679569891,1.0,8,True,False,,no,cat:22,unknown,army tank,unknown,global,0,final_score_proxy
OVT-B,19,ovtb_v19_p000896,cal,penguin,667,0.7042850255966187,0.7042850255966187,0.7042850255966187,1,0.0,321,321,1,2111,False,604.0,0.9531753024423042,1.0,1,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,1941,ovtb_v1941_p016371,cal,person,669,0.7042203098535538,0.7042203098535538,0.7042203098535538,4,0.75,13,51,4,2112,False,13570.0,0.9859881645845864,1.0,4,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1892,ovtb_v1892_p015518,cal,poultry,716,0.7041269838809967,0.7041269838809967,0.7041269838809967,4,0.75,0,159,4,2113,False,12998.0,0.9922481250124472,1.0,4,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVT-B,906,ovtb_v906_p008661,test,domestic ass,295,0.704085499048233,0.704085499048233,0.704085499048233,8,0.875,0,14,8,2114,False,6992.0,0.975036642162586,1.0,8,True,False,,no,cat:295,unknown,domestic ass,unknown,global,0,final_score_proxy
OVT-B,1066,ovtb_v1066_p009861,cal,plate,692,0.7040770649909973,0.7040770649909973,0.7040770649909973,8,0.875,0,7,8,2115,False,8053.0,0.9576546921692654,0.875,7,True,False,,no,cat:692,unknown,plate,unknown,global,0,final_score_proxy
OVT-B,1693,ovtb_v1693_p014156,cal,person,669,0.7040251269936562,0.7040251269936562,0.7040251269936562,8,0.875,0,23,8,2116,False,11800.0,0.97610342488419,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,19,ovtb_v19_p000882,cal,penguin,667,0.7039970755577087,0.7039970755577087,0.7039970755577087,2,0.5,92,183,2,2117,False,606.0,0.9210462924154718,1.0,2,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,555,ovtb_v555_p006030,cal,jaguar,496,0.7039670646190643,0.7039670646190643,0.7039670646190643,8,0.875,0,20,8,2118,False,4748.0,0.9784301491601854,1.0,8,True,False,,no,cat:496,unknown,jaguar,unknown,global,0,final_score_proxy
OVT-B,1018,ovtb_v1018_p009456,cal,person,669,0.7039372026920319,0.7039372026920319,0.7039372026920319,2,0.5,4,12,2,2119,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,295,ovtb_v295_p004266,cal,beachball,66,0.7039304375648499,0.7039304375648499,0.7039304375648499,1,0.0,0,0,1,2120,False,3096.0,0.9409289628258314,1.0,1,True,False,,no,cat:66,unknown,beachball,unknown,global,0,final_score_proxy
OVT-B,653,ovtb_v653_p006766,cal,gemstone,403,0.7037858963012695,0.7037858963012695,0.7037858963012695,8,0.875,0,24,8,2121,False,5427.0,0.967367503760323,1.0,8,True,False,,no,cat:403,unknown,gemstone,unknown,global,0,final_score_proxy
OVT-B,1018,ovtb_v1018_p009479,cal,person,669,0.7037002444267273,0.7037002444267273,0.7037002444267273,1,0.0,10,10,1,2122,False,7747.0,0.0499219783228503,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,22,ovtb_v22_p000977,cal,penguin,667,0.703594833612442,0.703594833612442,0.703594833612442,2,0.5,33,133,2,2123,False,654.0,0.823086275360535,1.0,2,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,1617,ovtb_v1617_p013657,cal,jackal,493,0.7034596428275108,0.7034596428275108,0.7034596428275108,8,0.875,0,29,8,2124,False,11371.0,0.9791302260354976,1.0,8,True,False,,no,cat:493,unknown,jackal,unknown,global,0,final_score_proxy
OVT-B,1951,ovtb_v1951_p016466,test,person,669,0.7034076452255249,0.7034076452255249,0.7034076452255249,1,0.0,0,0,1,2125,False,13621.0,0.8438696333268955,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,221,ovtb_v221_p003684,test,person,669,0.7033293843269348,0.7033293843269348,0.7033293843269348,1,0.0,5,5,1,2126,False,2546.0,0.8683510710349831,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,426,ovtb_v426_p005105,test,watch,1012,0.7033186554908752,0.7033186554908752,0.7033186554908752,2,0.5,0,14,2,2127,False,3929.0,0.8349051926820048,1.0,2,True,False,,no,cat:1012,unknown,watch,unknown,global,0,final_score_proxy
OVT-B,541,ovtb_v541_p005924,test,shoe,821,0.7031897604465485,0.7031897604465485,0.7031897604465485,2,0.5,14,16,2,2128,False,4621.0,0.9635681832923856,1.0,2,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,1110,ovtb_v1110_p010177,cal,watch,1012,0.7031527360280355,0.7031527360280355,0.7031527360280355,3,0.6666666666666666,0,33,3,2129,False,8351.0,0.9205928754143642,1.0,3,True,False,,no,cat:1012,unknown,watch,unknown,global,0,final_score_proxy
OVT-B,864,ovtb_v864_p008329,test,person,669,0.703110083937645,0.703110083937645,0.703110083937645,4,0.75,6,18,4,2130,False,6715.0,0.982839839837502,1.0,4,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,813,ovtb_v813_p007996,tune,paper clip,648,0.703019917011261,0.703019917011261,0.703019917011261,1,0.0,1,1,1,2131,False,,0.0,0.0,0,False,True,,no,cat:648,unknown,paper clip,unknown,global,0,final_score_proxy
OVT-B,260,ovtb_v260_p003992,test,duck,314,0.7029920220375061,0.7029920220375061,0.7029920220375061,2,0.5,0,3,2,2132,False,2861.0,0.8947797565408578,1.0,2,True,False,,no,cat:314,unknown,duck,unknown,global,0,final_score_proxy
OVT-B,754,ovtb_v754_p007497,test,ball,37,0.7028753757476807,0.7028753757476807,0.7028753757476807,1,0.0,20,20,1,2133,False,6039.0,0.9667527182704934,1.0,1,True,False,,no,cat:37,unknown,ball,unknown,global,0,final_score_proxy
OVT-B,435,ovtb_v435_p005170,test,petri dish,670,0.7028349116444588,0.7028349116444588,0.7028349116444588,8,0.875,0,19,8,2134,False,3963.0,0.9918663049667212,1.0,8,True,False,,no,cat:670,unknown,petri dish,unknown,global,0,final_score_proxy
OVT-B,1057,ovtb_v1057_p009789,test,pumpkin,731,0.7027918696403503,0.7027918696403503,0.7027918696403503,1,0.0,6,6,1,2135,False,7987.0,0.9498606728565524,1.0,1,True,False,,no,cat:731,unknown,pumpkin,unknown,global,0,final_score_proxy
OVT-B,1503,ovtb_v1503_p012850,tune,file folder,357,0.7026653438806534,0.7026653438806534,0.7026653438806534,8,0.875,0,11,8,2136,False,10699.0,0.9882747589003572,1.0,8,True,False,,no,cat:357,unknown,file folder,unknown,global,0,final_score_proxy
OVT-B,1018,ovtb_v1018_p009468,cal,person,669,0.702628880739212,0.702628880739212,0.702628880739212,2,0.5,6,10,2,2137,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1947,ovtb_v1947_p016426,cal,earless seal,323,0.7025110125541687,0.7025110125541687,0.7025110125541687,7,0.8571428571428571,0,30,7,2138,False,13613.0,0.9731474550145932,1.0,7,True,False,,no,cat:323,unknown,earless seal,unknown,global,0,final_score_proxy
OVT-B,934,ovtb_v934_p008892,test,watch,1012,0.7022807002067566,0.7022807002067566,0.7022807002067566,2,0.5,8,16,2,2139,False,7158.0,0.8987890040943773,1.0,2,True,False,,no,cat:1012,unknown,watch,unknown,global,0,final_score_proxy
OVT-B,803,ovtb_v803_p007898,test,shoe,821,0.7022718787193298,0.7022718787193298,0.7022718787193298,1,0.0,13,13,1,2140,False,6348.0,0.9303674773760504,1.0,1,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,1903,ovtb_v1903_p015720,tune,poultry,716,0.702250212430954,0.702250212430954,0.702250212430954,2,0.5,69,81,2,2141,False,13097.0,0.9675259520429506,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVT-B,1335,ovtb_v1335_p011810,cal,person,669,0.7022495269775391,0.7022495269775391,0.7022495269775391,1,0.0,20,20,1,2142,False,9736.0,0.9574205557158404,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,211,ovtb_v211_p003577,cal,shoe,821,0.7022455334663391,0.7022455334663391,0.7022455334663391,1,0.0,3,3,1,2143,False,2477.0,0.7478325957913105,1.0,1,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,1862,ovtb_v1862_p015333,test,person,669,0.7021710872650146,0.7021710872650146,0.7021710872650146,7,0.8571428571428571,2,14,7,2144,False,12828.0,0.9685096600350462,1.0,7,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,946,ovtb_v946_p008987,test,person,669,0.7020351737737656,0.7020351737737656,0.7020351737737656,8,0.875,0,23,8,2145,False,7233.0,0.9925326505593748,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1719,ovtb_v1719_p014392,cal,curtain,265,0.7020021602511406,0.7020021602511406,0.7020021602511406,8,0.875,0,14,8,2146,False,11957.0,0.9887939472078836,1.0,8,True,False,,no,cat:265,unknown,curtain,unknown,global,0,final_score_proxy
OVT-B,1931,ovtb_v1931_p016090,tune,person,669,0.7019994854927063,0.7019994854927063,0.7019994854927063,4,0.75,13,51,4,2147,False,13369.0,0.9914701720675868,1.0,4,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,406,ovtb_v406_p004979,test,scarf,792,0.7019120827317238,0.7019120827317238,0.7019120827317238,8,0.875,0,24,8,2148,False,3772.0,0.9805179218945996,1.0,8,True,False,,no,cat:792,unknown,scarf,unknown,global,0,final_score_proxy
OVT-B,307,ovtb_v307_p004370,tune,knife,519,0.7018319581236158,0.7018319581236158,0.7018319581236158,7,0.8571428571428571,0,25,7,2149,False,3193.0,0.9758651990861146,1.0,7,True,False,,no,cat:519,unknown,knife,unknown,global,0,final_score_proxy
OVT-B,1273,ovtb_v1273_p011385,cal,person,669,0.7018164992332458,0.7018164992332458,0.7018164992332458,7,0.8571428571428571,0,21,7,2150,False,9389.0,0.9906086144980074,1.0,7,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1173,ovtb_v1173_p010646,cal,person,669,0.7018064334988594,0.7018064334988594,0.7018064334988594,8,0.875,0,11,8,2151,False,8713.0,0.9915679129089632,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,462,ovtb_v462_p005375,cal,dog,290,0.7017655298113823,0.7017655298113823,0.7017655298113823,8,0.875,0,17,8,2152,False,4108.0,0.9844356756559952,1.0,8,True,False,,no,cat:290,unknown,dog,unknown,global,0,final_score_proxy
OVT-B,452,ovtb_v452_p005293,cal,lychee,555,0.7017084509134293,0.7017084509134293,0.7017084509134293,8,0.875,0,29,8,2153,False,4042.0,0.9727794931528676,1.0,8,True,False,,no,cat:555,unknown,lychee,unknown,global,0,final_score_proxy
OVT-B,1434,ovtb_v1434_p012435,test,cigar box,216,0.7016841471195221,0.7016841471195221,0.7016841471195221,4,0.75,0,6,4,2154,False,10281.0,0.9676804821541132,1.0,4,True,False,,no,cat:216,unknown,cigar box,unknown,global,0,final_score_proxy
OVT-B,886,ovtb_v886_p008544,test,knee pad,518,0.7014772593975067,0.7014772593975067,0.7014772593975067,4,0.75,11,19,4,2155,False,6868.0,0.9112596704880728,0.75,3,True,False,,no,cat:518,unknown,knee pad,unknown,global,0,final_score_proxy
OVT-B,207,ovtb_v207_p003550,test,bowling ball,121,0.7014772295951843,0.7014772295951843,0.7014772295951843,1,0.0,23,23,1,2156,False,2446.0,0.8939421857709453,1.0,1,True,False,,no,cat:121,unknown,bowling ball,unknown,global,0,final_score_proxy
OVT-B,635,ovtb_v635_p006617,test,log,553,0.7014070749282837,0.7014070749282837,0.7014070749282837,4,0.75,14,24,4,2157,False,5319.0,0.993043620364281,1.0,4,True,False,,no,cat:553,unknown,log,unknown,global,0,final_score_proxy
OVT-B,21,ovtb_v21_p000935,test,penguin,667,0.7012113531430563,0.7012113531430563,0.7012113531430563,3,0.6666666666666666,0,320,3,2158,False,637.0,0.7352159856835736,1.0,3,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,1342,ovtb_v1342_p011852,test,billards,89,0.7011511921882629,0.7011511921882629,0.7011511921882629,5,0.8,0,8,5,2159,False,9766.0,0.9485722452169209,1.0,5,True,False,,no,cat:89,unknown,billards,unknown,global,0,final_score_proxy
OVT-B,803,ovtb_v803_p007899,test,shoe,821,0.7011153399944305,0.7011153399944305,0.7011153399944305,2,0.5,13,16,2,2160,False,6350.0,0.8045829090195636,1.0,2,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,143,ovtb_v143_p003235,cal,person,669,0.7009989023208618,0.7009989023208618,0.7009989023208618,1,0.0,3,3,1,2161,False,2161.0,0.7350137260602987,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,384,ovtb_v384_p004834,test,shoe,821,0.7009585499763489,0.7009585499763489,0.7009585499763489,1,0.0,21,21,1,2162,False,3640.0,0.8396299199206454,1.0,1,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,1621,ovtb_v1621_p013681,test,birthday card,95,0.7009566351771355,0.7009566351771355,0.7009566351771355,8,0.875,0,14,8,2163,False,11383.0,0.988609097741036,1.0,8,True,False,,no,cat:95,unknown,birthday card,unknown,global,0,final_score_proxy
OVT-B,1245,ovtb_v1245_p011164,test,goggles,416,0.7008630037307739,0.7008630037307739,0.7008630037307739,4,0.75,3,13,4,2164,False,9168.0,0.8604364810054724,1.0,4,True,False,,no,cat:416,unknown,goggles,unknown,global,0,final_score_proxy
OVT-B,346,ovtb_v346_p004614,test,person,669,0.7008623406291008,0.7008623406291008,0.7008623406291008,8,0.875,0,14,8,2165,False,3444.0,0.9910882824160996,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,229,ovtb_v229_p003754,test,shoe,821,0.7007783055305481,0.7007783055305481,0.7007783055305481,4,0.75,6,10,4,2166,False,2609.0,0.9014821931009532,1.0,4,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,1737,ovtb_v1737_p014499,cal,person,669,0.7007128596305847,0.7007128596305847,0.7007128596305847,2,0.5,17,21,2,2167,False,12056.0,0.978750168659734,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1119,ovtb_v1119_p010218,test,bucket,132,0.7006608918309212,0.7006608918309212,0.7006608918309212,8,0.875,0,29,8,2168,False,8405.0,0.9909008591882258,1.0,8,True,False,,no,cat:132,unknown,bucket,unknown,global,0,final_score_proxy
OVT-B,1876,ovtb_v1876_p015423,cal,person,669,0.7006475254893303,0.7006475254893303,0.7006475254893303,8,0.875,0,12,8,2169,False,12895.0,0.9926625755107192,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1242,ovtb_v1242_p011127,cal,person,669,0.7005930319428444,0.7005930319428444,0.7005930319428444,8,0.875,0,19,8,2170,False,9129.0,0.9908298830745554,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,40,ovtb_v40_p002408,test,bee,73,0.7004591822624207,0.7004591822624207,0.7004591822624207,1,0.0,0,0,1,2171,False,1546.0,0.691179295423383,1.0,1,True,False,,no,cat:73,unknown,bee,unknown,global,0,final_score_proxy
OVT-B,1872,ovtb_v1872_p015402,cal,quiche,736,0.7003231346607208,0.7003231346607208,0.7003231346607208,5,0.8,7,24,5,2172,False,12880.0,0.9802357088551036,1.0,5,True,False,,no,cat:736,unknown,quiche,unknown,global,0,final_score_proxy
OVT-B,3,ovtb_v3_p000221,test,chicken,204,0.7003142833709717,0.7003142833709717,0.7003142833709717,1,0.0,264,264,1,2173,False,86.0,0.9445287895268976,1.0,1,True,False,,no,cat:204,unknown,chicken,unknown,global,0,final_score_proxy
OVT-B,1614,ovtb_v1614_p013620,cal,person,669,0.7002712786197662,0.7002712786197662,0.7002712786197662,4,0.75,2,12,4,2174,False,11353.0,0.9745764332486296,0.75,3,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,35,ovtb_v35_p002106,test,balloon,39,0.7002425789833069,0.7002425789833069,0.7002425789833069,1,0.0,321,321,1,2175,False,1322.0,0.5488868766430631,1.0,1,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,1584,ovtb_v1584_p013403,tune,person,669,0.7002277374267578,0.7002277374267578,0.7002277374267578,1,0.0,6,6,1,2176,False,11148.0,0.6582304285234819,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1342,ovtb_v1342_p011851,test,billards,89,0.7002193808555603,0.7002193808555603,0.7002193808555603,5,0.8,0,8,5,2177,False,9769.0,0.952966328698396,1.0,5,True,False,,no,cat:89,unknown,billards,unknown,global,0,final_score_proxy
OVT-B,813,ovtb_v813_p007997,tune,paper clip,648,0.7001927544673284,0.7001927544673284,0.7001927544673284,6,0.8333333333333334,3,9,6,2178,False,6397.0,0.963455121780852,1.0,6,True,False,,no,cat:648,unknown,paper clip,unknown,global,0,final_score_proxy
OVT-B,36,ovtb_v36_p002189,test,penguin,667,0.7001508474349976,0.7001508474349976,0.7001508474349976,1,0.0,254,254,1,2179,False,1338.0,0.9378105653517732,1.0,1,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,1026,ovtb_v1026_p009574,test,person,669,0.7000598311424255,0.7000598311424255,0.7000598311424255,1,0.0,7,7,1,2180,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,285,ovtb_v285_p004191,cal,shoe,821,0.6999824643135071,0.6999824643135071,0.6999824643135071,1,0.0,23,23,1,2181,False,3036.0,0.8003967448880184,1.0,1,True,False,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,810,ovtb_v810_p007958,test,hockey stick,472,0.6998411218325297,0.6998411218325297,0.6998411218325297,6,0.8333333333333334,8,29,6,2182,False,6370.0,0.9539850623141743,1.0,6,True,False,,no,cat:472,unknown,hockey stick,unknown,global,0,final_score_proxy
OVT-B,1856,ovtb_v1856_p015290,cal,starfruit,876,0.699746385216713,0.699746385216713,0.699746385216713,8,0.875,0,19,8,2183,False,12796.0,0.9835689557644182,1.0,8,True,False,,no,cat:876,unknown,starfruit,unknown,global,0,final_score_proxy
OVT-B,1342,ovtb_v1342_p011853,test,billards,89,0.6997185051441193,0.6997185051441193,0.6997185051441193,8,0.875,0,14,8,2184,False,9768.0,0.8956722829987468,1.0,8,True,False,,no,cat:89,unknown,billards,unknown,global,0,final_score_proxy
OVT-B,1590,ovtb_v1590_p013458,test,ring,764,0.6995413303375244,0.6995413303375244,0.6995413303375244,1,0.0,7,7,1,2185,False,,0.0,0.0,0,False,True,,no,cat:764,unknown,ring,unknown,global,0,final_score_proxy
OVT-B,1835,ovtb_v1835_p015167,cal,plate,692,0.699520580470562,0.699520580470562,0.699520580470562,8,0.875,0,39,8,2186,False,12657.0,0.9942748900869116,1.0,8,True,False,,no,cat:692,unknown,plate,unknown,global,0,final_score_proxy
OVT-B,85,ovtb_v85_p002891,cal,elephant,341,0.6992937922477722,0.6992937922477722,0.6992937922477722,1,0.0,62,62,1,2187,False,1895.0,0.8502023510789256,1.0,1,True,False,,no,cat:341,unknown,elephant,unknown,global,0,final_score_proxy
OVT-B,22,ovtb_v22_p000963,cal,penguin,667,0.6992909193038941,0.6992909193038941,0.6992909193038941,5,0.8,0,233,5,2188,False,661.0,0.87368476282196,1.0,5,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,20,ovtb_v20_p000920,cal,penguin,667,0.6992635925610861,0.6992635925610861,0.6992635925610861,6,0.8333333333333334,93,327,6,2189,False,615.0,0.8907127611564868,1.0,6,True,False,,no,cat:667,unknown,penguin,unknown,global,0,final_score_proxy
OVT-B,1090,ovtb_v1090_p010041,test,traffic light,965,0.6991482973098755,0.6991482973098755,0.6991482973098755,1,0.0,8,8,1,2190,False,8210.0,0.9352142276831492,1.0,1,True,False,,no,cat:965,unknown,traffic light,unknown,global,0,final_score_proxy
