dataset,detector,image_id,path_id,category_id,score,score_bin,frequency_bin,audit_label,verified_positive_for_calibration,audit_status,reason
LVIS,OWLv2,,ovtb_v579659_p074974,818,0.3137020170688629,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v60363_p007812,99,0.3136997818946838,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v253960_p033240,626,0.3136983513832092,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v257443_p033036,828,0.3136968314647674,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v343542_p044359,964,0.3136958181858063,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v271505_p034733,94,0.3136942982673645,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v5107_p000157,948,0.3136936128139496,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v158362_p020948,461,0.3136913478374481,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v72740_p009146,1186,0.3136909008026123,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v22213_p002906,1142,0.3136901557445526,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v436636_p016812,1037,0.3136872947216034,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v129026_p005142,143,0.3136823773384094,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v542959_p070079,804,0.313681811094284,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v133645_p017324,452,0.3136813342571258,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v581189_p022019,1056,0.3136806488037109,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v425226_p055294,659,0.3136800527572632,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v93959_p003625,181,0.3136790692806244,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v371879_p014428,94,0.3136770725250244,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v139684_p005427,19,0.3136759102344513,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v116206_p015209,734,0.313672125339508,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v229111_p030625,881,0.3136690557003021,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v520531_p066923,127,0.3136646151542663,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v477689_p063194,715,0.3136613965034485,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v333551_p043027,351,0.3136603534221649,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v375823_p015010,392,0.3136602938175201,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v406895_p052992,1043,0.3136568069458008,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v546242_p021644,626,0.3136565089225769,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v446956_p058080,34,0.3136555552482605,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v231907_p009204,793,0.3136553764343261,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v45404_p005792,804,0.3136553466320038,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v579307_p074920,947,0.3136553168296814,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v313916_p012213,964,0.3136548697948456,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v105388_p004049,127,0.3136515021324157,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v280354_p036187,556,0.313650369644165,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v407574_p052663,45,0.3136492073535919,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v260261_p033426,283,0.3136490881443023,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v133183_p017120,1027,0.3136483132839203,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v464444_p060302,569,0.3136473894119262,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v407626_p016361,494,0.3136454224586487,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v84889_p011215,45,0.3136436641216278,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v539640_p069616,510,0.3136412799358368,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v247818_p009834,949,0.3136390447616577,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v38152_p004917,959,0.3136390149593353,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v282790_p036755,36,0.3136389553546905,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v503978_p065037,154,0.3136351406574249,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v51309_p006628,830,0.3136343955993652,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v422367_p055597,59,0.3136342465877533,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v273198_p010869,445,0.313633918762207,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v565012_p022428,1123,0.3136313855648041,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v48616_p006170,143,0.313629686832428,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v67686_p009031,150,0.3136215209960937,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v571847_p073982,387,0.3136214911937713,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v434297_p057369,641,0.3136211633682251,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v426519_p056151,1019,0.3136210441589355,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v31777_p003801,330,0.3136209547519684,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v8458_p000378,1045,0.3136197924613952,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v203294_p026300,1186,0.313619315624237,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v4410_p000609,781,0.3136187493801117,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v411086_p054288,806,0.313612550497055,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v30434_p001137,19,0.3136117160320282,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v264382_p035168,88,0.3136113882064819,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v320098_p040971,781,0.3136066794395447,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v386783_p049927,59,0.3136058449745178,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v457119_p060494,99,0.3136008083820343,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v295134_p038787,1050,0.3135997354984283,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v426478_p016489,1099,0.3135993182659149,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v157124_p020113,181,0.3135952055454254,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v223500_p008850,344,0.3135915696620941,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v55150_p007233,36,0.3135890364646911,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v258322_p033184,837,0.3135886192321777,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v25045_p003064,514,0.3135864734649658,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v94185_p003906,1071,0.3135839402675628,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v304404_p039914,1035,0.3135832250118255,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v529188_p068322,430,0.313580721616745,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v380449_p049176,655,0.3135752081871032,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v344197_p044479,99,0.3135717809200287,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v127279_p016218,118,0.3135710954666137,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v390933_p051024,45,0.3135697543621063,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v405279_p016279,611,0.3135672509670257,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v222458_p029641,90,0.3135657608509063,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v407214_p015820,559,0.3135632872581482,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v374860_p048313,948,0.3135624229907989,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v202926_p007787,522,0.3135623931884765,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v132544_p017020,614,0.3135615587234497,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v430469_p056855,217,0.3135599792003631,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v179209_p023232,1178,0.3135594427585602,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v575786_p074093,734,0.3135589361190796,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v185633_p007326,1102,0.3135578334331512,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v552796_p071754,390,0.3135576546192169,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v462576_p060332,528,0.3135574162006378,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v385036_p050437,1025,0.3135571479797363,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v511159_p066124,127,0.3135557174682617,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v289222_p037035,173,0.3135550022125244,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v377670_p049126,1071,0.313554972410202,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v238086_p031057,45,0.3135543465614319,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v479360_p062281,804,0.3135523796081543,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v348801_p045129,1110,0.3135511875152588,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v104572_p013574,430,0.3135484755039215,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v458134_p059537,204,0.3135484457015991,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v229358_p029527,1102,0.3135482966899872,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v551686_p072134,143,0.3135479390621185,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v483999_p063909,818,0.3135478496551513,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v512282_p066273,177,0.3135420382022857,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v52490_p001904,898,0.3135396242141723,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v368335_p048178,876,0.3135338127613067,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v385066_p049729,1056,0.3135301768779754,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v146675_p018895,1035,0.313529372215271,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v547293_p021697,298,0.3135289251804352,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v504013_p065510,390,0.3135284185409546,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v293909_p011341,549,0.3135215640068054,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v368474_p047660,836,0.3135198950767517,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v4108_p000498,169,0.3135188817977905,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v94871_p003492,177,0.3135175108909607,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v318405_p041464,872,0.3135164976119995,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v92339_p003608,452,0.3135135471820831,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v331165_p043304,1186,0.3135110735893249,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v202667_p027294,118,0.3135090470314026,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v439290_p057054,45,0.3135089874267578,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v27982_p003853,1098,0.313507467508316,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v3234_p000126,154,0.3135044872760772,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v205861_p008166,154,0.3135010004043579,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v414961_p053605,35,0.3135008811950683,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v480717_p062461,1122,0.3135008811950683,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v187949_p024519,515,0.3135001361370086,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v273371_p010518,708,0.313499242067337,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v483347_p062531,230,0.3134980201721191,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v143845_p019049,422,0.3134973645210266,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v348496_p045006,118,0.3134922981262207,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v187167_p024473,804,0.3134846687316894,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v317822_p041177,143,0.3134836852550506,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v36022_p001351,127,0.3134827017784118,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v565563_p073892,207,0.3134825825691223,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v190087_p025781,1052,0.313480019569397,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v536996_p069298,709,0.3134796023368835,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v280823_p011182,793,0.3134790658950805,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v169086_p006724,143,0.3134783208370209,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v294783_p011646,66,0.3134773969650268,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v307124_p039239,1110,0.3134746849536896,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v208423_p007982,611,0.3134709596633911,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v488270_p018716,3,0.3134628534317016,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v140640_p018185,885,0.313461035490036,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v187483_p024475,544,0.3134609758853912,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v536972_p021334,181,0.3134591281414032,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v35272_p004228,25,0.3134585320949554,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v364299_p014175,118,0.3134536147117615,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v26409_p001178,330,0.3134526908397674,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v128112_p004926,964,0.3134515285491943,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v413242_p053833,1202,0.3134503364562988,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v552883_p072256,609,0.3134470880031585,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v81810_p010387,351,0.3134444057941437,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v523123_p068643,461,0.3134440779685974,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v416190_p016690,804,0.313444048166275,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v301827_p039017,617,0.3134427964687347,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v53670_p001907,1035,0.3134425580501556,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v463800_p060089,75,0.3134425580501556,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v402057_p052418,154,0.3134419918060303,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v465457_p060359,45,0.3134393393993377,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v145820_p019006,540,0.3134374916553497,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v58766_p002158,880,0.3134374320507049,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v387887_p050565,204,0.3134371340274811,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v8749_p001074,1099,0.3134318888187408,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v577079_p075325,611,0.3134279549121856,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v416343_p054220,97,0.3134267926216125,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v347115_p045452,1099,0.3134267330169678,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v451196_p058839,723,0.3134264945983886,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v120682_p004849,880,0.3134254217147827,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v440444_p057130,540,0.3134249448776245,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v227985_p029785,1099,0.3134236931800842,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v312603_p012445,1112,0.3134204447269439,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v544046_p021454,1110,0.313420295715332,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v1697_p000187,150,0.3134201169013977,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v385672_p049794,1043,0.3134200572967529,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v381587_p049976,139,0.3134197294712066,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v290332_p037476,34,0.3134195208549499,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v568195_p073849,818,0.313418835401535,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v38301_p005211,1026,0.3134174346923828,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v507223_p065832,88,0.3134149312973022,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v533019_p069165,816,0.3134139478206634,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v438737_p058005,12,0.3134125173091888,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v489896_p064626,959,0.3134107887744903,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v155341_p019834,1178,0.313406378030777,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v561756_p072308,1006,0.3134061396121979,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v561382_p072264,277,0.3134057521820068,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v279887_p036326,703,0.3134024143218994,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v307683_p039778,707,0.3134021759033203,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v381821_p015199,876,0.3134016990661621,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v38840_p005012,965,0.3134001493453979,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v274262_p035162,617,0.3133969604969024,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v254814_p033232,692,0.3133957982063293,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v503318_p020040,1155,0.3133890330791473,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v328888_p043051,137,0.3133888840675354,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v565563_p022281,298,0.31338831782341,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v102718_p012970,430,0.3133882582187652,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v132136_p004975,611,0.3133852183818817,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v580781_p074828,1072,0.3133851885795593,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v274687_p035748,385,0.3133847713470459,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v126592_p016172,642,0.3133838176727295,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v383460_p015248,392,0.3133836388587951,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v333376_p013053,748,0.3133821189403534,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v549375_p071828,734,0.3133761882781982,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v363525_p047011,771,0.313375324010849,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v286692_p011210,626,0.3133732974529266,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v553912_p071872,962,0.313372403383255,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v79269_p010415,771,0.3133691847324371,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v113890_p014918,177,0.3133665323257446,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v500270_p064851,962,0.3133653104305267,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v67956_p008937,23,0.3133606016635895,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v365103_p014540,139,0.3133563995361328,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v253863_p009992,217,0.3133551478385925,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v209718_p008391,380,0.313355028629303,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v396350_p051648,549,0.3133549094200134,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v246968_p009792,133,0.3133542537689209,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v18011_p002360,217,0.3133527636528015,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v384949_p015309,99,0.3133522868156433,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v58658_p007583,926,0.3133516907691955,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v471893_p061323,881,0.3133498132228851,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v368490_p014276,977,0.313349574804306,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v51674_p006329,1122,0.3133459985256195,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v361746_p047439,181,0.3133450150489807,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v78546_p009886,181,0.3133405745029449,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v423189_p055020,1141,0.3133397102355957,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v202364_p026447,217,0.3133386373519897,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v245230_p032528,659,0.3133377134799957,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v319690_p041668,324,0.3133376240730285,mid,tail,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v29473_p001105,217,0.3133321106433868,mid,head,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v486482_p018938,1133,0.3133316338062286,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v123633_p015818,325,0.3133300840854645,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v517652_p066899,771,0.313328742980957,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v123843_p015848,1109,0.3133280277252197,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v58101_p007164,218,0.3133198618888855,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v128254_p016591,139,0.3133191466331482,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v307794_p040338,614,0.3133181929588318,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v362348_p046798,45,0.3133179545402527,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v92124_p012007,430,0.3133174777030945,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v171099_p022224,1203,0.3133167624473572,mid,tail,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v105580_p013723,12,0.3133167028427124,mid,mid,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v308735_p040497,816,0.3133133947849273,mid,mid,,no,requires_human_review,
LVIS,GroundingDINO,,ovtb_v35269_p001307,217,0.3133128583431244,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v338304_p044269,943,0.3133122026920318,mid,head,,no,requires_human_review,
LVIS,OWLv2,,ovtb_v457705_p059777,804,0.3133120834827423,mid,head,,no,requires_human_review,
